id,county,precinct,office,district,party,candidate,votes
1426,Polk,140,City of Salem Mayor City of Salem,,,Chuck Bennett,1370
1427,Polk,140,City of Salem Mayor City of Salem,,,Write-In Totals,94
1429,Polk,140,City of Salem Mayor City of Salem,,,Over Votes,0
1430,Polk,140,City of Salem Mayor City of Salem,,,Under Votes,606
1433,Polk,140,City of Salem Councilor Ward 1 City of Salem Ward 1,,,Virginia Stapleton,1328
1434,Polk,140,City of Salem Councilor Ward 1 City of Salem Ward 1,,,Write-In Totals,41
1436,Polk,140,City of Salem Councilor Ward 1 City of Salem Ward 1,,,Over Votes,0
1437,Polk,140,City of Salem Councilor Ward 1 City of Salem Ward 1,,,Under Votes,701
1440,Polk,140,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Pryor Garnett,1324
1441,Polk,140,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Write-In Totals,18
1443,Polk,140,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Over Votes,0
1444,Polk,140,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Under Votes,728
1447,Polk,140,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,John (Jock) Dalton,1319
1448,Polk,140,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Write-In Totals,19
1450,Polk,140,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Over Votes,1
1451,Polk,140,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Under Votes,731
1454,Polk,140,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Chad Woods,1319
1455,Polk,140,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Write-In Totals,21
1457,Polk,140,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Over Votes,0
1458,Polk,140,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Under Votes,730
1462,Polk,140,State Measure 107,,,Yes,1560
1463,Polk,140,State Measure 107,,,No,375
1465,Polk,140,State Measure 107,,,Over Votes,0
1466,Polk,140,State Measure 107,,,Under Votes,135
1469,Polk,140,State Measure 108,,,Yes,1209
1470,Polk,140,State Measure 108,,,No,785
1472,Polk,140,State Measure 108,,,Over Votes,1
1473,Polk,140,State Measure 108,,,Under Votes,75
1476,Polk,140,State Measure 109,,,Yes,1179
1477,Polk,140,State Measure 109,,,No,800
1479,Polk,140,State Measure 109,,,Over Votes,0
1480,Polk,140,State Measure 109,,,Under Votes,91
1483,Polk,140,State Measure 110,,,Yes,1263
1484,Polk,140,State Measure 110,,,No,695
1486,Polk,140,State Measure 110,,,Over Votes,2
1487,Polk,140,State Measure 110,,,Under Votes,110
1490,Polk,146,Registered Voters,,,,5723
1491,Polk,146,Ballots Cast,,,,4754
1492,Polk,146,Ballots Cast - Blank,,,,2
1495,Polk,146,President,,REP,Donald J Trump / Michael R,1866
1496,Polk,146,President,,DEM,Joseph R Biden / Kamala D,2678
1497,Polk,146,President,,LBT,Jo Jorgensen / Jeremy (Spike),100
1498,Polk,146,President,,PGP,Howie Hawkins / Angela Walker,18
1499,Polk,146,President,,PRO,Dario Hunter / Dawn Neptune,11
1500,Polk,146,President,,,Write-In Totals,39
1502,Polk,146,President,,,Over Votes,3
1503,Polk,146,President,,,Under Votes,39
1506,Polk,146,U.S. Senate,,REP,Jo Rae Perkins,1831
1507,Polk,146,U.S. Senate,,DEM,Jeff Merkley,2639
1508,Polk,146,U.S. Senate,,PGP,Ibrahim A Taher,77
1509,Polk,146,U.S. Senate,,LBT,Gary Dye,85
1510,Polk,146,U.S. Senate,,,Write-In Totals,3
1512,Polk,146,U.S. Senate,,,Over Votes,1
1513,Polk,146,U.S. Senate,,,Under Votes,118
1516,Polk,146,U.S. House,5,LBT,Matthew James Rix,129
1517,Polk,146,U.S. House,5,REP,Amy Ryan Courser,1900
1518,Polk,146,U.S. House,5,DEM,Kurt Schrader,2565
1519,Polk,146,U.S. House,5,,Write-In Totals,2
1521,Polk,146,U.S. House,5,,Over Votes,1
1522,Polk,146,U.S. House,5,,Under Votes,157
1526,Polk,146,Secretary of State,,PGP,Nathalie Paravicini,126
1527,Polk,146,Secretary of State,,LBT,Kyle Markley,135
1528,Polk,146,Secretary of State,,REP,Kim Thatcher,2051
1529,Polk,146,Secretary of State,,DEM,Shemia Fagan,2257
1530,Polk,146,Secretary of State,,,Write-In Totals,3
1532,Polk,146,Secretary of State,,,Over Votes,3
1533,Polk,146,Secretary of State,,,Under Votes,179
1536,Polk,146,State Treasurer,,CON,Michael P Marsh,80
1537,Polk,146,State Treasurer,,DEM,Tobias Read,2343
1538,Polk,146,State Treasurer,,IND,Chris Henry,196
1539,Polk,146,State Treasurer,,REP,Jeff Gudman,1914
1540,Polk,146,State Treasurer,,,Write-In Totals,2
1542,Polk,146,State Treasurer,,,Over Votes,2
1543,Polk,146,State Treasurer,,,Under Votes,217
1546,Polk,146,Attorney General,,DEM,Ellen Rosenblum,2534
1547,Polk,146,Attorney General,,LBT,Lars D H Hedbor,120
1548,Polk,146,Attorney General,,REP,Michael Cross,1857
1549,Polk,146,Attorney General,,,Write-In Totals,24
1551,Polk,146,Attorney General,,,Over Votes,0
1552,Polk,146,Attorney General,,,Under Votes,219
1556,Polk,146,State Senate,10,DEM,Deb Patterson,2394
1557,Polk,146,State Senate,10,REP,Denyc Boles,2001
1558,Polk,146,State Senate,10,LBT,Taylor A Rickey,151
1559,Polk,146,State Senate,10,,Write-In Totals,8
1561,Polk,146,State Senate,10,,Over Votes,1
1562,Polk,146,State Senate,10,,Under Votes,199
1565,Polk,146,State House,20,REP,Selma Pierce,2189
1566,Polk,146,State House,20,DEM,Paul Evans,2379
1567,Polk,146,State House,20,,Write-In Totals,3
1569,Polk,146,State House,20,,Over Votes,0
1570,Polk,146,State House,20,,Under Votes,183
1573,Polk,146,Judge of the Supreme Court Position 4,,,Christopher L Garrett,3035
1574,Polk,146,Judge of the Supreme Court Position 4,,,Write-In Totals,73
1576,Polk,146,Judge of the Supreme Court Position 4,,,Over Votes,2
1577,Polk,146,Judge of the Supreme Court Position 4,,,Under Votes,1644
1580,Polk,146,Judge of the Court of Appeals Position 9,,,Jacqueline S Kamins,3023
1581,Polk,146,Judge of the Court of Appeals Position 9,,,Write-In Totals,69
1583,Polk,146,Judge of the Court of Appeals Position 9,,,Over Votes,0
1584,Polk,146,Judge of the Court of Appeals Position 9,,,Under Votes,1662
1588,Polk,146,Polk County Commissioner Position 1 POLK,,,Lyle R Mordhorst,2040
1589,Polk,146,Polk County Commissioner Position 1 POLK,,,Danny Jaffer,1682
1590,Polk,146,Polk County Commissioner Position 1 POLK,,,Write-In Totals,21
1592,Polk,146,Polk County Commissioner Position 1 POLK,,,Over Votes,0
1593,Polk,146,Polk County Commissioner Position 1 POLK,,,Under Votes,1011
1596,Polk,146,Polk County Clerk POLK,,,Valerie Unger,3215
1597,Polk,146,Polk County Clerk POLK,,,Write-In Totals,30
1599,Polk,146,Polk County Clerk POLK,,,Over Votes,0
1600,Polk,146,Polk County Clerk POLK,,,Under Votes,1509
1603,Polk,146,Polk County Sheriff POLK,,,Mark Garton,3142
1604,Polk,146,Polk County Sheriff POLK,,,Write-In Totals,38
1606,Polk,146,Polk County Sheriff POLK,,,Over Votes,0
1607,Polk,146,Polk County Sheriff POLK,,,Under Votes,1574
1610,Polk,146,Polk County Treasurer POLK,,,Steve Milligan,3072
1611,Polk,146,Polk County Treasurer POLK,,,Write-In Totals,28
1613,Polk,146,Polk County Treasurer POLK,,,Over Votes,0
1614,Polk,146,Polk County Treasurer POLK,,,Under Votes,1654
1618,Polk,146,City of Salem Mayor City of Salem,,,Chuck Bennett,3153
1619,Polk,146,City of Salem Mayor City of Salem,,,Write-In Totals,206
1621,Polk,146,City of Salem Mayor City of Salem,,,Over Votes,0
1622,Polk,146,City of Salem Mayor City of Salem,,,Under Votes,1395
1625,Polk,146,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Pryor Garnett,2987
1626,Polk,146,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Write-In Totals,27
1628,Polk,146,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Over Votes,0
1629,Polk,146,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Under Votes,1740
1632,Polk,146,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,John (Jock) Dalton,2974
1633,Polk,146,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Write-In Totals,21
1635,Polk,146,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Over Votes,2
1636,Polk,146,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Under Votes,1757
1639,Polk,146,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Chad Woods,2964
1640,Polk,146,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Write-In Totals,26
1642,Polk,146,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Over Votes,0
1643,Polk,146,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Under Votes,1764
1646,Polk,146,State Measure 107,,,Yes,3473
1647,Polk,146,State Measure 107,,,No,999
1649,Polk,146,State Measure 107,,,Over Votes,2
1650,Polk,146,State Measure 107,,,Under Votes,280
1654,Polk,146,State Measure 108,,,Yes,3207
1655,Polk,146,State Measure 108,,,No,1391
1657,Polk,146,State Measure 108,,,Over Votes,1
1658,Polk,146,State Measure 108,,,Under Votes,155
1661,Polk,146,State Measure 109,,,Yes,2447
1662,Polk,146,State Measure 109,,,No,2090
1664,Polk,146,State Measure 109,,,Over Votes,1
1665,Polk,146,State Measure 109,,,Under Votes,216
1668,Polk,146,State Measure 110,,,Yes,2612
1669,Polk,146,State Measure 110,,,No,1943
1671,Polk,146,State Measure 110,,,Over Votes,1
1672,Polk,146,State Measure 110,,,Under Votes,198
1675,Polk,152,Registered Voters,,,,5110
1676,Polk,152,Ballots Cast,,,,4391
1677,Polk,152,Ballots Cast - Blank,,,,0
1680,Polk,152,President,,REP,Donald J Trump / Michael R,2799
1681,Polk,152,President,,DEM,Joseph R Biden / Kamala D,1442
1682,Polk,152,President,,LBT,Jo Jorgensen / Jeremy (Spike),63
1683,Polk,152,President,,PGP,Howie Hawkins / Angela Walker,12
1684,Polk,152,President,,PRO,Dario Hunter / Dawn Neptune,6
1685,Polk,152,President,,,Write-In Totals,20
1687,Polk,152,President,,,Over Votes,0
1688,Polk,152,President,,,Under Votes,49
1691,Polk,152,U.S. Senate,,REP,Jo Rae Perkins,2752
1692,Polk,152,U.S. Senate,,DEM,Jeff Merkley,1441
1693,Polk,152,U.S. Senate,,PGP,Ibrahim A Taher,49
1694,Polk,152,U.S. Senate,,LBT,Gary Dye,50
1695,Polk,152,U.S. Senate,,,Write-In Totals,2
1697,Polk,152,U.S. Senate,,,Over Votes,0
1698,Polk,152,U.S. Senate,,,Under Votes,97
1701,Polk,152,U.S. House,5,LBT,Matthew James Rix,80
1702,Polk,152,U.S. House,5,REP,Amy Ryan Courser,2807
1703,Polk,152,U.S. House,5,DEM,Kurt Schrader,1386
1704,Polk,152,U.S. House,5,,Write-In Totals,2
1706,Polk,152,U.S. House,5,,Over Votes,0
1707,Polk,152,U.S. House,5,,Under Votes,116
1711,Polk,152,Secretary of State,,PGP,Nathalie Paravicini,87
1712,Polk,152,Secretary of State,,LBT,Kyle Markley,100
1713,Polk,152,Secretary of State,,REP,Kim Thatcher,2855
1714,Polk,152,Secretary of State,,DEM,Shemia Fagan,1221
1715,Polk,152,Secretary of State,,,Write-In Totals,1
1717,Polk,152,Secretary of State,,,Over Votes,0
1718,Polk,152,Secretary of State,,,Under Votes,127
1721,Polk,152,State Treasurer,,CON,Michael P Marsh,105
1722,Polk,152,State Treasurer,,DEM,Tobias Read,1307
1723,Polk,152,State Treasurer,,IND,Chris Henry,127
1724,Polk,152,State Treasurer,,REP,Jeff Gudman,2697
1725,Polk,152,State Treasurer,,,Write-In Totals,3
1727,Polk,152,State Treasurer,,,Over Votes,0
1728,Polk,152,State Treasurer,,,Under Votes,152
1731,Polk,152,Attorney General,,DEM,Ellen Rosenblum,1385
1732,Polk,152,Attorney General,,LBT,Lars D H Hedbor,70
1733,Polk,152,Attorney General,,REP,Michael Cross,2754
1734,Polk,152,Attorney General,,,Write-In Totals,15
1736,Polk,152,Attorney General,,,Over Votes,0
1737,Polk,152,Attorney General,,,Under Votes,167
1740,Polk,152,State Senate,12,REP,Brian J Boquist,2950
1741,Polk,152,State Senate,12,DEM,Bernadette Hansen,1253
1742,Polk,152,State Senate,12,,Write-In Totals,5
1744,Polk,152,State Senate,12,,Over Votes,0
1745,Polk,152,State Senate,12,,Under Votes,183
1749,Polk,152,State House,23,PGP,Alex Polikoff,129
1750,Polk,152,State House,23,LBT,Scott D Clawson,71
1751,Polk,152,State House,23,REP,Mike Nearman,2777
1752,Polk,152,State House,23,DEM,Sean K Scorvo,1226
1753,Polk,152,State House,23,,Write-In Totals,3
1755,Polk,152,State House,23,,Over Votes,1
1756,Polk,152,State House,23,,Under Votes,184
1759,Polk,152,Judge of the Supreme Court Position 4,,,Christopher L Garrett,2647
1760,Polk,152,Judge of the Supreme Court Position 4,,,Write-In Totals,66
1762,Polk,152,Judge of the Supreme Court Position 4,,,Over Votes,3
1763,Polk,152,Judge of the Supreme Court Position 4,,,Under Votes,1675
1766,Polk,152,Judge of the Court of Appeals Position 9,,,Jacqueline S Kamins,2622
1767,Polk,152,Judge of the Court of Appeals Position 9,,,Write-In Totals,51
1769,Polk,152,Judge of the Court of Appeals Position 9,,,Over Votes,1
1770,Polk,152,Judge of the Court of Appeals Position 9,,,Under Votes,1717
1773,Polk,152,Polk County Commissioner Position 1 POLK,,,Lyle R Mordhorst,2149
1774,Polk,152,Polk County Commissioner Position 1 POLK,,,Danny Jaffer,1515
1775,Polk,152,Polk County Commissioner Position 1 POLK,,,Write-In Totals,20
1777,Polk,152,Polk County Commissioner Position 1 POLK,,,Over Votes,0
1778,Polk,152,Polk County Commissioner Position 1 POLK,,,Under Votes,707
1782,Polk,152,Polk County Clerk POLK,,,Valerie Unger,3213
1783,Polk,152,Polk County Clerk POLK,,,Write-In Totals,21
1785,Polk,152,Polk County Clerk POLK,,,Over Votes,1
1786,Polk,152,Polk County Clerk POLK,,,Under Votes,1156
1789,Polk,152,Polk County Sheriff POLK,,,Mark Garton,3161
1790,Polk,152,Polk County Sheriff POLK,,,Write-In Totals,43
1792,Polk,152,Polk County Sheriff POLK,,,Over Votes,3
1793,Polk,152,Polk County Sheriff POLK,,,Under Votes,1184
1796,Polk,152,Polk County Treasurer POLK,,,Steve Milligan,2816
1797,Polk,152,Polk County Treasurer POLK,,,Write-In Totals,41
1799,Polk,152,Polk County Treasurer POLK,,,Over Votes,1
1800,Polk,152,Polk County Treasurer POLK,,,Under Votes,1533
1803,Polk,152,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Pryor Garnett,2782
1804,Polk,152,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Write-In Totals,24
1806,Polk,152,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Over Votes,0
1807,Polk,152,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Under Votes,1585
1810,Polk,152,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,John (Jock) Dalton,2859
1811,Polk,152,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Write-In Totals,34
1813,Polk,152,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Over Votes,5
1814,Polk,152,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Under Votes,1493
1818,Polk,152,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Chad Woods,2783
1819,Polk,152,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Write-In Totals,35
1821,Polk,152,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Over Votes,0
1822,Polk,152,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Under Votes,1573
1825,Polk,152,State Measure 107,,,Yes,2705
1826,Polk,152,State Measure 107,,,No,1499
1828,Polk,152,State Measure 107,,,Over Votes,3
1829,Polk,152,State Measure 107,,,Under Votes,184
1832,Polk,152,State Measure 108,,,Yes,2302
1833,Polk,152,State Measure 108,,,No,1979
1835,Polk,152,State Measure 108,,,Over Votes,0
1836,Polk,152,State Measure 108,,,Under Votes,110
1839,Polk,152,State Measure 109,,,Yes,1664
1840,Polk,152,State Measure 109,,,No,2592
1842,Polk,152,State Measure 109,,,Over Votes,2
1843,Polk,152,State Measure 109,,,Under Votes,133
1846,Polk,152,State Measure 110,,,Yes,1720
1847,Polk,152,State Measure 110,,,No,2524
1849,Polk,152,State Measure 110,,,Over Votes,2
1850,Polk,152,State Measure 110,,,Under Votes,145
1854,Polk,152,27-132 Perrydale School District 21,,,Yes,0
1855,Polk,152,27-132 Perrydale School District 21,,,No,0
1857,Polk,152,27-132 Perrydale School District 21,,,Over Votes,0
1858,Polk,152,27-132 Perrydale School District 21,,,Under Votes,0
1861,Polk,154,Registered Voters,,,,5702
1862,Polk,154,Ballots Cast,,,,4414
1863,Polk,154,Ballots Cast - Blank,,,,0
1866,Polk,154,President,,REP,Donald J Trump / Michael R,2522
1867,Polk,154,President,,DEM,Joseph R Biden / Kamala D,1698
1868,Polk,154,President,,LBT,Jo Jorgensen / Jeremy (Spike),98
1869,Polk,154,President,,PGP,Howie Hawkins / Angela Walker,27
1870,Polk,154,President,,PRO,Dario Hunter / Dawn Neptune,9
1871,Polk,154,President,,,Write-In Totals,19
1873,Polk,154,President,,,Over Votes,2
1874,Polk,154,President,,,Under Votes,39
1877,Polk,154,U.S. Senate,,REP,Jo Rae Perkins,2390
1878,Polk,154,U.S. Senate,,DEM,Jeff Merkley,1767
1879,Polk,154,U.S. Senate,,PGP,Ibrahim A Taher,56
1880,Polk,154,U.S. Senate,,LBT,Gary Dye,88
1881,Polk,154,U.S. Senate,,,Write-In Totals,2
1883,Polk,154,U.S. Senate,,,Over Votes,2
1884,Polk,154,U.S. Senate,,,Under Votes,109
1887,Polk,154,U.S. House,5,LBT,Matthew James Rix,126
1888,Polk,154,U.S. House,5,REP,Amy Ryan Courser,2491
1889,Polk,154,U.S. House,5,DEM,Kurt Schrader,1653
1890,Polk,154,U.S. House,5,,Write-In Totals,1
1892,Polk,154,U.S. House,5,,Over Votes,0
1893,Polk,154,U.S. House,5,,Under Votes,143
1897,Polk,154,Secretary of State,,PGP,Nathalie Paravicini,98
1898,Polk,154,Secretary of State,,LBT,Kyle Markley,123
1899,Polk,154,Secretary of State,,REP,Kim Thatcher,2538
1900,Polk,154,Secretary of State,,DEM,Shemia Fagan,1493
1901,Polk,154,Secretary of State,,,Write-In Totals,1
1903,Polk,154,Secretary of State,,,Over Votes,2
1904,Polk,154,Secretary of State,,,Under Votes,159
1907,Polk,154,State Treasurer,,CON,Michael P Marsh,97
1908,Polk,154,State Treasurer,,DEM,Tobias Read,1563
1909,Polk,154,State Treasurer,,IND,Chris Henry,151
1910,Polk,154,State Treasurer,,REP,Jeff Gudman,2403
1911,Polk,154,State Treasurer,,,Write-In Totals,1
1913,Polk,154,State Treasurer,,,Over Votes,0
1914,Polk,154,State Treasurer,,,Under Votes,199
1917,Polk,154,Attorney General,,DEM,Ellen Rosenblum,1661
1918,Polk,154,Attorney General,,LBT,Lars D H Hedbor,108
1919,Polk,154,Attorney General,,REP,Michael Cross,2441
1920,Polk,154,Attorney General,,,Write-In Totals,5
1922,Polk,154,Attorney General,,,Over Votes,0
1923,Polk,154,Attorney General,,,Under Votes,199
1926,Polk,154,State Senate,12,REP,Brian J Boquist,2680
1927,Polk,154,State Senate,12,DEM,Bernadette Hansen,1498
1928,Polk,154,State Senate,12,,Write-In Totals,4
1930,Polk,154,State Senate,12,,Over Votes,0
1931,Polk,154,State Senate,12,,Under Votes,232
1935,Polk,154,State House,23,PGP,Alex Polikoff,170
1936,Polk,154,State House,23,LBT,Scott D Clawson,116
1937,Polk,154,State House,23,REP,Mike Nearman,2448
1938,Polk,154,State House,23,DEM,Sean K Scorvo,1450
1939,Polk,154,State House,23,,Write-In Totals,1
1941,Polk,154,State House,23,,Over Votes,0
1942,Polk,154,State House,23,,Under Votes,229
1945,Polk,154,Judge of the Supreme Court Position 4,,,Christopher L Garrett,2929
1946,Polk,154,Judge of the Supreme Court Position 4,,,Write-In Totals,57
1948,Polk,154,Judge of the Supreme Court Position 4,,,Over Votes,3
1949,Polk,154,Judge of the Supreme Court Position 4,,,Under Votes,1425
1952,Polk,154,Judge of the Court of Appeals Position 9,,,Jacqueline S Kamins,2906
1953,Polk,154,Judge of the Court of Appeals Position 9,,,Write-In Totals,53
1955,Polk,154,Judge of the Court of Appeals Position 9,,,Over Votes,0
1956,Polk,154,Judge of the Court of Appeals Position 9,,,Under Votes,1455
1959,Polk,154,Polk County Commissioner Position 1 POLK,,,Lyle R Mordhorst,1943
1960,Polk,154,Polk County Commissioner Position 1 POLK,,,Danny Jaffer,1820
1961,Polk,154,Polk County Commissioner Position 1 POLK,,,Write-In Totals,11
1963,Polk,154,Polk County Commissioner Position 1 POLK,,,Over Votes,0
1964,Polk,154,Polk County Commissioner Position 1 POLK,,,Under Votes,640
1968,Polk,154,Polk County Clerk POLK,,,Valerie Unger,3365
1969,Polk,154,Polk County Clerk POLK,,,Write-In Totals,18
1971,Polk,154,Polk County Clerk POLK,,,Over Votes,0
1972,Polk,154,Polk County Clerk POLK,,,Under Votes,1031
1975,Polk,154,Polk County Sheriff POLK,,,Mark Garton,3299
1976,Polk,154,Polk County Sheriff POLK,,,Write-In Totals,36
1978,Polk,154,Polk County Sheriff POLK,,,Over Votes,1
1979,Polk,154,Polk County Sheriff POLK,,,Under Votes,1078
1982,Polk,154,Polk County Treasurer POLK,,,Steve Milligan,3102
1983,Polk,154,Polk County Treasurer POLK,,,Write-In Totals,32
1985,Polk,154,Polk County Treasurer POLK,,,Over Votes,0
1986,Polk,154,Polk County Treasurer POLK,,,Under Votes,1280
1989,Polk,154,City of Dallas Mayor City of Dallas,,,Nancy Adams,1334
1990,Polk,154,City of Dallas Mayor City of Dallas,,,Jim Robertson,1198
1991,Polk,154,City of Dallas Mayor City of Dallas,,,Brian Dalton,1245
1992,Polk,154,City of Dallas Mayor City of Dallas,,,Write-In Totals,16
1994,Polk,154,City of Dallas Mayor City of Dallas,,,Over Votes,1
1995,Polk,154,City of Dallas Mayor City of Dallas,,,Under Votes,620
2000,Polk,154,City of Dallas Council Members City of Dallas,,,Brad Moreland,773
2001,Polk,154,City of Dallas Council Members City of Dallas,,,Kenneth L Woods Jr,1452
2002,Polk,154,City of Dallas Council Members City of Dallas,,,Paul Trahan,1395
2003,Polk,154,City of Dallas Council Members City of Dallas,,,Kim Fitzgerald,1788
2004,Polk,154,City of Dallas Council Members City of Dallas,,,Zachary Brehm,924
2005,Polk,154,City of Dallas Council Members City of Dallas,,,Kathryn M Rhoades,808
2006,Polk,154,City of Dallas Council Members City of Dallas,,,Terry Crawford,1315
2007,Polk,154,City of Dallas Council Members City of Dallas,,,Kirsten Collins,1366
2008,Polk,154,City of Dallas Council Members City of Dallas,,,Darcy Newton-Irving,638
2009,Polk,154,City of Dallas Council Members City of Dallas,,,Tawnya Kreft,1217
2010,Polk,154,City of Dallas Council Members City of Dallas,,,Zach Leigh,525
2011,Polk,154,City of Dallas Council Members City of Dallas,,,Debbie Virden,1260
2012,Polk,154,City of Dallas Council Members City of Dallas,,,Rodney Dunham,1721
2013,Polk,154,City of Dallas Council Members City of Dallas,,,Casey Ocupe,300
2014,Polk,154,City of Dallas Council Members City of Dallas,,,Write-In Totals,87
2016,Polk,154,City of Dallas Council Members City of Dallas,,,Over Votes,75
2017,Polk,154,City of Dallas Council Members City of Dallas,,,Under Votes,6426
2020,Polk,154,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Pryor Garnett,2805
2021,Polk,154,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Write-In Totals,17
2023,Polk,154,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Over Votes,0
2024,Polk,154,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Under Votes,1592
2027,Polk,154,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,John (Jock) Dalton,2938
2028,Polk,154,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Write-In Totals,26
2030,Polk,154,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Over Votes,5
2031,Polk,154,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Under Votes,1445
2035,Polk,154,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Chad Woods,2891
2036,Polk,154,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Write-In Totals,19
2038,Polk,154,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Over Votes,0
2039,Polk,154,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Under Votes,1504
2042,Polk,154,State Measure 107,,,Yes,2897
2043,Polk,154,State Measure 107,,,No,1296
2045,Polk,154,State Measure 107,,,Over Votes,0
2046,Polk,154,State Measure 107,,,Under Votes,221
2049,Polk,154,State Measure 108,,,Yes,2458
2050,Polk,154,State Measure 108,,,No,1824
2052,Polk,154,State Measure 108,,,Over Votes,0
2053,Polk,154,State Measure 108,,,Under Votes,132
2056,Polk,154,State Measure 109,,,Yes,1824
2057,Polk,154,State Measure 109,,,No,2411
2059,Polk,154,State Measure 109,,,Over Votes,1
2060,Polk,154,State Measure 109,,,Under Votes,178
2063,Polk,154,State Measure 110,,,Yes,1975
2064,Polk,154,State Measure 110,,,No,2269
2066,Polk,154,State Measure 110,,,Over Votes,1
2067,Polk,154,State Measure 110,,,Under Votes,169
2070,Polk,156,Registered Voters,,,,3517
2071,Polk,156,Ballots Cast,,,,2669
2072,Polk,156,Ballots Cast - Blank,,,,1
2075,Polk,156,President,,REP,Donald J Trump / Michael R,1436
2076,Polk,156,President,,DEM,Joseph R Biden / Kamala D,1106
2077,Polk,156,President,,LBT,Jo Jorgensen / Jeremy (Spike),54
2078,Polk,156,President,,PGP,Howie Hawkins / Angela Walker,21
2079,Polk,156,President,,PRO,Dario Hunter / Dawn Neptune,7
2080,Polk,156,President,,,Write-In Totals,16
2082,Polk,156,President,,,Over Votes,2
2083,Polk,156,President,,,Under Votes,27
2086,Polk,156,U.S. Senate,,REP,Jo Rae Perkins,1319
2087,Polk,156,U.S. Senate,,DEM,Jeff Merkley,1151
2088,Polk,156,U.S. Senate,,PGP,Ibrahim A Taher,44
2089,Polk,156,U.S. Senate,,LBT,Gary Dye,68
2090,Polk,156,U.S. Senate,,,Write-In Totals,4
2092,Polk,156,U.S. Senate,,,Over Votes,0
2093,Polk,156,U.S. Senate,,,Under Votes,83
2096,Polk,156,U.S. House,5,LBT,Matthew James Rix,93
2097,Polk,156,U.S. House,5,REP,Amy Ryan Courser,1398
