county,precinct,office,district,party,candidate,votes,,,,
Linn,67,Secretary of State,,DEM,Paul Damian Wells,8,,,,
Linn,68,Secretary of State,,DEM,Paul Damian Wells,3,,,,
Linn,70,Secretary of State,,DEM,Paul Damian Wells,5,,,,
Linn,71,Secretary of State,,DEM,Paul Damian Wells,3,,,,
Linn,73,Secretary of State,,DEM,Paul Damian Wells,8,,,,
Linn,74,Secretary of State,,DEM,Paul Damian Wells,26,,,,
Linn,75,Secretary of State,,DEM,Paul Damian Wells,16,,,,
Linn,76,Secretary of State,,DEM,Paul Damian Wells,25,,,,
Linn,77,Secretary of State,,DEM,Paul Damian Wells,7,,,,
Linn,78,Secretary of State,,DEM,Paul Damian Wells,7,,,,
Linn,79,Secretary of State,,DEM,Paul Damian Wells,21,,,,
Linn,80,Secretary of State,,DEM,Paul Damian Wells,15,,,,
Linn,82,Secretary of State,,DEM,Paul Damian Wells,7,,,,
Linn,83,Secretary of State,,DEM,Paul Damian Wells,0,,,,
Linn,84,Secretary of State,,DEM,Paul Damian Wells,11,,,,
Linn,86,Secretary of State,,DEM,Paul Damian Wells,13,,,,
Linn,87,Secretary of State,,DEM,Paul Damian Wells,2,,,,
Linn,88,Secretary of State,,DEM,Paul Damian Wells,16,,,,
Linn,89,Secretary of State,,DEM,Paul Damian Wells,14,,,,
Linn,91,Secretary of State,,DEM,Paul Damian Wells,6,,,,
Linn,92,Secretary of State,,DEM,Paul Damian Wells,29,,,,
Linn,93,Secretary of State,,DEM,Paul Damian Wells,24,,,,
Linn,94,Secretary of State,,DEM,Paul Damian Wells,11,,,,
Linn,95,Secretary of State,,DEM,Paul Damian Wells,20,,,,
Linn,96,Secretary of State,,DEM,Paul Damian Wells,6,,,,
Linn,97,Secretary of State,,DEM,Paul Damian Wells,10,,,,
Linn,99,Secretary of State,,DEM,Paul Damian Wells,7,,,,
Linn,100,Secretary of State,,DEM,Paul Damian Wells,21,,,,
Linn,101,Secretary of State,,DEM,Paul Damian Wells,11,,,,
Linn,102,Secretary of State,,DEM,Paul Damian Wells,27,,,,
Linn,103,Secretary of State,,DEM,Paul Damian Wells,12,,,,
Linn,104,Secretary of State,,DEM,Paul Damian Wells,9,,,,
Linn,105,Secretary of State,,DEM,Paul Damian Wells,14,,,,
Linn,106,Secretary of State,,DEM,Paul Damian Wells,11,,,,
Linn,107,Secretary of State,,DEM,Paul Damian Wells,17,,,,
Linn,108,Secretary of State,,DEM,Paul Damian Wells,25,,,,
Linn,1,Secretary of State,,DEM,Write-ins,0,,,,
Linn,3,Secretary of State,,DEM,Write-ins,0,,,,
Linn,5,Secretary of State,,DEM,Write-ins,0,,,,
Linn,8,Secretary of State,,DEM,Write-ins,0,,,,
Linn,11,Secretary of State,,DEM,Write-ins,0,,,,
Linn,14,Secretary of State,,DEM,Write-ins,1,,,,
Linn,15,Secretary of State,,DEM,Write-ins,0,,,,
Linn,16,Secretary of State,,DEM,Write-ins,0,,,,
Linn,18,Secretary of State,,DEM,Write-ins,1,,,,
Linn,19,Secretary of State,,DEM,Write-ins,1,,,,
Linn,20,Secretary of State,,DEM,Write-ins,0,,,,
Linn,21,Secretary of State,,DEM,Write-ins,0,,,,
Linn,22,Secretary of State,,DEM,Write-ins,0,,,,
Linn,23,Secretary of State,,DEM,Write-ins,0,,,,
Linn,25,Secretary of State,,DEM,Write-ins,0,,,,
Linn,26,Secretary of State,,DEM,Write-ins,0,,,,
Linn,27,Secretary of State,,DEM,Write-ins,0,,,,
Linn,28,Secretary of State,,DEM,Write-ins,0,,,,
Linn,29,Secretary of State,,DEM,Write-ins,0,,,,
Linn,30,Secretary of State,,DEM,Write-ins,0,,,,
Linn,31,Secretary of State,,DEM,Write-ins,1,,,,
Linn,32,Secretary of State,,DEM,Write-ins,1,,,,
Linn,33,Secretary of State,,DEM,Write-ins,0,,,,
Linn,34,Secretary of State,,DEM,Write-ins,1,,,,
Linn,35,Secretary of State,,DEM,Write-ins,1,,,,
Linn,36,Secretary of State,,DEM,Write-ins,0,,,,
Linn,37,Secretary of State,,DEM,Write-ins,0,,,,
Linn,38,Secretary of State,,DEM,Write-ins,0,,,,
Linn,39,Secretary of State,,DEM,Write-ins,0,,,,
Linn,41,Secretary of State,,DEM,Write-ins,0,,,,
Linn,42,Secretary of State,,DEM,Write-ins,1,,,,
Linn,43,Secretary of State,,DEM,Write-ins,0,,,,
Linn,44,Secretary of State,,DEM,Write-ins,1,,,,
Linn,45,Secretary of State,,DEM,Write-ins,1,,,,
Linn,46,Secretary of State,,DEM,Write-ins,1,,,,
Linn,47,Secretary of State,,DEM,Write-ins,0,,,,
Linn,48,Secretary of State,,DEM,Write-ins,1,,,,
Linn,49,Secretary of State,,DEM,Write-ins,0,,,,
Linn,50,Secretary of State,,DEM,Write-ins,2,,,,
Linn,51,Secretary of State,,DEM,Write-ins,0,,,,
Linn,52,Secretary of State,,DEM,Write-ins,0,,,,
Linn,53,Secretary of State,,DEM,Write-ins,2,,,,
Linn,54,Secretary of State,,DEM,Write-ins,0,,,,
Linn,55,Secretary of State,,DEM,Write-ins,0,,,,
Linn,56,Secretary of State,,DEM,Write-ins,1,,,,
Linn,57,Secretary of State,,DEM,Write-ins,0,,,,
Linn,58,Secretary of State,,DEM,Write-ins,0,,,,
Linn,59,Secretary of State,,DEM,Write-ins,1,,,,
Linn,60,Secretary of State,,DEM,Write-ins,1,,,,
Linn,61,Secretary of State,,DEM,Write-ins,1,,,,
Linn,62,Secretary of State,,DEM,Write-ins,0,,,,
Linn,63,Secretary of State,,DEM,Write-ins,1,,,,
Linn,65,Secretary of State,,DEM,Write-ins,0,,,,
Linn,66,Secretary of State,,DEM,Write-ins,0,,,,
Linn,67,Secretary of State,,DEM,Write-ins,1,,,,
Linn,68,Secretary of State,,DEM,Write-ins,0,,,,
Linn,70,Secretary of State,,DEM,Write-ins,4,,,,
Linn,71,Secretary of State,,DEM,Write-ins,0,,,,
Linn,73,Secretary of State,,DEM,Write-ins,3,,,,
Linn,74,Secretary of State,,DEM,Write-ins,0,,,,
Linn,75,Secretary of State,,DEM,Write-ins,0,,,,
Linn,76,Secretary of State,,DEM,Write-ins,0,,,,
Linn,77,Secretary of State,,DEM,Write-ins,0,,,,
Linn,78,Secretary of State,,DEM,Write-ins,0,,,,
Linn,79,Secretary of State,,DEM,Write-ins,0,,,,
Linn,80,Secretary of State,,DEM,Write-ins,1,,,,
Linn,82,Secretary of State,,DEM,Write-ins,0,,,,
Linn,83,Secretary of State,,DEM,Write-ins,0,,,,
Linn,84,Secretary of State,,DEM,Write-ins,1,,,,
Linn,86,Secretary of State,,DEM,Write-ins,1,,,,
Linn,87,Secretary of State,,DEM,Write-ins,0,,,,
Linn,88,Secretary of State,,DEM,Write-ins,1,,,,
Linn,89,Secretary of State,,DEM,Write-ins,1,,,,
Linn,91,Secretary of State,,DEM,Write-ins,0,,,,
Linn,92,Secretary of State,,DEM,Write-ins,1,,,,
Linn,93,Secretary of State,,DEM,Write-ins,1,,,,
Linn,94,Secretary of State,,DEM,Write-ins,0,,,,
Linn,95,Secretary of State,,DEM,Write-ins,0,,,,
Linn,96,Secretary of State,,DEM,Write-ins,0,,,,
Linn,97,Secretary of State,,DEM,Write-ins,0,,,,
Linn,99,Secretary of State,,DEM,Write-ins,0,,,,
Linn,100,Secretary of State,,DEM,Write-ins,4,,,,
Linn,101,Secretary of State,,DEM,Write-ins,0,,,,
Linn,102,Secretary of State,,DEM,Write-ins,1,,,,
Linn,103,Secretary of State,,DEM,Write-ins,0,,,,
Linn,104,Secretary of State,,DEM,Write-ins,0,,,,
Linn,105,Secretary of State,,DEM,Write-ins,1,,,,
Linn,106,Secretary of State,,DEM,Write-ins,0,,,,
Linn,107,Secretary of State,,DEM,Write-ins,1,,,,
Linn,108,Secretary of State,,DEM,Write-ins,0,,,,
Linn,1,Secretary of State,,DEM,Over Votes,0,,,,
Linn,3,Secretary of State,,DEM,Over Votes,0,,,,
Linn,5,Secretary of State,,DEM,Over Votes,0,,,,
Linn,8,Secretary of State,,DEM,Over Votes,0,,,,
Linn,11,Secretary of State,,DEM,Over Votes,0,,,,
Linn,14,Secretary of State,,DEM,Over Votes,0,,,,
Linn,15,Secretary of State,,DEM,Over Votes,0,,,,
Linn,16,Secretary of State,,DEM,Over Votes,0,,,,
Linn,18,Secretary of State,,DEM,Over Votes,0,,,,
Linn,19,Secretary of State,,DEM,Over Votes,0,,,,
Linn,20,Secretary of State,,DEM,Over Votes,0,,,,
Linn,21,Secretary of State,,DEM,Over Votes,0,,,,
Linn,22,Secretary of State,,DEM,Over Votes,0,,,,
Linn,23,Secretary of State,,DEM,Over Votes,0,,,,
Linn,25,Secretary of State,,DEM,Over Votes,0,,,,
Linn,26,Secretary of State,,DEM,Over Votes,0,,,,
Linn,27,Secretary of State,,DEM,Over Votes,0,,,,
Linn,28,Secretary of State,,DEM,Over Votes,0,,,,
Linn,29,Secretary of State,,DEM,Over Votes,0,,,,
Linn,30,Secretary of State,,DEM,Over Votes,0,,,,
Linn,31,Secretary of State,,DEM,Over Votes,0,,,,
Linn,32,Secretary of State,,DEM,Over Votes,0,,,,
Linn,33,Secretary of State,,DEM,Over Votes,0,,,,
Linn,34,Secretary of State,,DEM,Over Votes,0,,,,
Linn,35,Secretary of State,,DEM,Over Votes,0,,,,
Linn,36,Secretary of State,,DEM,Over Votes,0,,,,
Linn,37,Secretary of State,,DEM,Over Votes,0,,,,
Linn,38,Secretary of State,,DEM,Over Votes,0,,,,
Linn,39,Secretary of State,,DEM,Over Votes,0,,,,
Linn,41,Secretary of State,,DEM,Over Votes,0,,,,
Linn,42,Secretary of State,,DEM,Over Votes,0,,,,
Linn,43,Secretary of State,,DEM,Over Votes,0,,,,
Linn,44,Secretary of State,,DEM,Over Votes,0,,,,
Linn,45,Secretary of State,,DEM,Over Votes,0,,,,
Linn,46,Secretary of State,,DEM,Over Votes,0,,,,
Linn,47,Secretary of State,,DEM,Over Votes,0,,,,
Linn,48,Secretary of State,,DEM,Over Votes,0,,,,
Linn,49,Secretary of State,,DEM,Over Votes,0,,,,
Linn,50,Secretary of State,,DEM,Over Votes,0,,,,
Linn,51,Secretary of State,,DEM,Over Votes,0,,,,
Linn,52,Secretary of State,,DEM,Over Votes,0,,,,
Linn,53,Secretary of State,,DEM,Over Votes,0,,,,
Linn,54,Secretary of State,,DEM,Over Votes,0,,,,
Linn,55,Secretary of State,,DEM,Over Votes,0,,,,
Linn,56,Secretary of State,,DEM,Over Votes,0,,,,
Linn,57,Secretary of State,,DEM,Over Votes,0,,,,
Linn,58,Secretary of State,,DEM,Over Votes,0,,,,
Linn,59,Secretary of State,,DEM,Over Votes,1,,,,
Linn,60,Secretary of State,,DEM,Over Votes,0,,,,
Linn,61,Secretary of State,,DEM,Over Votes,0,,,,
Linn,62,Secretary of State,,DEM,Over Votes,0,,,,
Linn,63,Secretary of State,,DEM,Over Votes,0,,,,
Linn,65,Secretary of State,,DEM,Over Votes,0,,,,
Linn,66,Secretary of State,,DEM,Over Votes,0,,,,
Linn,67,Secretary of State,,DEM,Over Votes,0,,,,
Linn,68,Secretary of State,,DEM,Over Votes,0,,,,
Linn,70,Secretary of State,,DEM,Over Votes,0,,,,
Linn,71,Secretary of State,,DEM,Over Votes,0,,,,
Linn,73,Secretary of State,,DEM,Over Votes,0,,,,
Linn,74,Secretary of State,,DEM,Over Votes,0,,,,
Linn,75,Secretary of State,,DEM,Over Votes,0,,,,
Linn,76,Secretary of State,,DEM,Over Votes,0,,,,
Linn,77,Secretary of State,,DEM,Over Votes,0,,,,
Linn,78,Secretary of State,,DEM,Over Votes,0,,,,
Linn,79,Secretary of State,,DEM,Over Votes,0,,,,
Linn,80,Secretary of State,,DEM,Over Votes,0,,,,
Linn,82,Secretary of State,,DEM,Over Votes,0,,,,
Linn,83,Secretary of State,,DEM,Over Votes,0,,,,
Linn,84,Secretary of State,,DEM,Over Votes,0,,,,
Linn,86,Secretary of State,,DEM,Over Votes,0,,,,
Linn,87,Secretary of State,,DEM,Over Votes,0,,,,
Linn,88,Secretary of State,,DEM,Over Votes,0,,,,
Linn,89,Secretary of State,,DEM,Over Votes,0,,,,
Linn,91,Secretary of State,,DEM,Over Votes,0,,,,
Linn,92,Secretary of State,,DEM,Over Votes,0,,,,
Linn,93,Secretary of State,,DEM,Over Votes,0,,,,
Linn,94,Secretary of State,,DEM,Over Votes,0,,,,
Linn,95,Secretary of State,,DEM,Over Votes,0,,,,
Linn,96,Secretary of State,,DEM,Over Votes,0,,,,
Linn,97,Secretary of State,,DEM,Over Votes,0,,,,
Linn,99,Secretary of State,,DEM,Over Votes,0,,,,
Linn,100,Secretary of State,,DEM,Over Votes,0,,,,
Linn,101,Secretary of State,,DEM,Over Votes,0,,,,
Linn,102,Secretary of State,,DEM,Over Votes,0,,,,
Linn,103,Secretary of State,,DEM,Over Votes,0,,,,
Linn,104,Secretary of State,,DEM,Over Votes,0,,,,
Linn,105,Secretary of State,,DEM,Over Votes,0,,,,
Linn,106,Secretary of State,,DEM,Over Votes,0,,,,
Linn,107,Secretary of State,,DEM,Over Votes,0,,,,
Linn,108,Secretary of State,,DEM,Over Votes,0,,,,
Linn,1,Secretary of State,,DEM,Under Votes,15,,,,
Linn,3,Secretary of State,,DEM,Under Votes,14,,,,
Linn,5,Secretary of State,,DEM,Under Votes,9,,,,
Linn,8,Secretary of State,,DEM,Under Votes,12,,,,
Linn,11,Secretary of State,,DEM,Under Votes,13,,,,
Linn,14,Secretary of State,,DEM,Under Votes,18,,,,
Linn,15,Secretary of State,,DEM,Under Votes,5,,,,
Linn,16,Secretary of State,,DEM,Under Votes,11,,,,
Linn,18,Secretary of State,,DEM,Under Votes,39,,,,
Linn,19,Secretary of State,,DEM,Under Votes,11,,,,
Linn,20,Secretary of State,,DEM,Under Votes,10,,,,
Linn,21,Secretary of State,,DEM,Under Votes,3,,,,
Linn,22,Secretary of State,,DEM,Under Votes,0,,,,
Linn,23,Secretary of State,,DEM,Under Votes,13,,,,
Linn,25,Secretary of State,,DEM,Under Votes,15,,,,
Linn,26,Secretary of State,,DEM,Under Votes,5,,,,
Linn,27,Secretary of State,,DEM,Under Votes,7,,,,
Linn,28,Secretary of State,,DEM,Under Votes,3,,,,
Linn,29,Secretary of State,,DEM,Under Votes,22,,,,
Linn,30,Secretary of State,,DEM,Under Votes,2,,,,
Linn,31,Secretary of State,,DEM,Under Votes,14,,,,
Linn,32,Secretary of State,,DEM,Under Votes,14,,,,
Linn,33,Secretary of State,,DEM,Under Votes,0,,,,
Linn,34,Secretary of State,,DEM,Under Votes,5,,,,
Linn,35,Secretary of State,,DEM,Under Votes,22,,,,
Linn,36,Secretary of State,,DEM,Under Votes,11,,,,
Linn,37,Secretary of State,,DEM,Under Votes,14,,,,
Linn,38,Secretary of State,,DEM,Under Votes,14,,,,
Linn,39,Secretary of State,,DEM,Under Votes,9,,,,
Linn,41,Secretary of State,,DEM,Under Votes,11,,,,
Linn,42,Secretary of State,,DEM,Under Votes,26,,,,
Linn,43,Secretary of State,,DEM,Under Votes,7,,,,
Linn,44,Secretary of State,,DEM,Under Votes,11,,,,
Linn,45,Secretary of State,,DEM,Under Votes,8,,,,
Linn,46,Secretary of State,,DEM,Under Votes,19,,,,
Linn,47,Secretary of State,,DEM,Under Votes,4,,,,
Linn,48,Secretary of State,,DEM,Under Votes,20,,,,
Linn,49,Secretary of State,,DEM,Under Votes,0,,,,
Linn,50,Secretary of State,,DEM,Under Votes,1,,,,
Linn,51,Secretary of State,,DEM,Under Votes,2,,,,
Linn,52,Secretary of State,,DEM,Under Votes,8,,,,
Linn,53,Secretary of State,,DEM,Under Votes,8,,,,
Linn,54,Secretary of State,,DEM,Under Votes,6,,,,
Linn,55,Secretary of State,,DEM,Under Votes,3,,,,
Linn,56,Secretary of State,,DEM,Under Votes,12,,,,
Linn,57,Secretary of State,,DEM,Under Votes,2,,,,
Linn,58,Secretary of State,,DEM,Under Votes,5,,,,
Linn,59,Secretary of State,,DEM,Under Votes,13,,,,
Linn,60,Secretary of State,,DEM,Under Votes,6,,,,
Linn,61,Secretary of State,,DEM,Under Votes,16,,,,
Linn,62,Secretary of State,,DEM,Under Votes,17,,,,
Linn,63,Secretary of State,,DEM,Under Votes,25,,,,
Linn,65,Secretary of State,,DEM,Under Votes,0,,,,
Linn,66,Secretary of State,,DEM,Under Votes,1,,,,
Linn,67,Secretary of State,,DEM,Under Votes,6,,,,
Linn,68,Secretary of State,,DEM,Under Votes,3,,,,
Linn,70,Secretary of State,,DEM,Under Votes,14,,,,
Linn,71,Secretary of State,,DEM,Under Votes,1,,,,
Linn,73,Secretary of State,,DEM,Under Votes,22,,,,
Linn,74,Secretary of State,,DEM,Under Votes,16,,,,
Linn,75,Secretary of State,,DEM,Under Votes,15,,,,
Linn,76,Secretary of State,,DEM,Under Votes,8,,,,
Linn,77,Secretary of State,,DEM,Under Votes,8,,,,
Linn,78,Secretary of State,,DEM,Under Votes,13,,,,
Linn,79,Secretary of State,,DEM,Under Votes,12,,,,
Linn,80,Secretary of State,,DEM,Under Votes,22,,,,
Linn,82,Secretary of State,,DEM,Under Votes,8,,,,
Linn,83,Secretary of State,,DEM,Under Votes,0,,,,
Linn,84,Secretary of State,,DEM,Under Votes,14,,,,
Linn,86,Secretary of State,,DEM,Under Votes,10,,,,
Linn,87,Secretary of State,,DEM,Under Votes,3,,,,
Linn,88,Secretary of State,,DEM,Under Votes,15,,,,
Linn,89,Secretary of State,,DEM,Under Votes,16,,,,
Linn,91,Secretary of State,,DEM,Under Votes,10,,,,
Linn,92,Secretary of State,,DEM,Under Votes,18,,,,
Linn,93,Secretary of State,,DEM,Under Votes,30,,,,
Linn,94,Secretary of State,,DEM,Under Votes,6,,,,
Linn,95,Secretary of State,,DEM,Under Votes,17,,,,
Linn,96,Secretary of State,,DEM,Under Votes,24,,,,
Linn,97,Secretary of State,,DEM,Under Votes,17,,,,
Linn,99,Secretary of State,,DEM,Under Votes,10,,,,
Linn,100,Secretary of State,,DEM,Under Votes,20,,,,
Linn,101,Secretary of State,,DEM,Under Votes,8,,,,
Linn,102,Secretary of State,,DEM,Under Votes,20,,,,
Linn,103,Secretary of State,,DEM,Under Votes,16,,,,
Linn,104,Secretary of State,,DEM,Under Votes,12,,,,
Linn,105,Secretary of State,,DEM,Under Votes,10,,,,
Linn,106,Secretary of State,,DEM,Under Votes,14,,,,
Linn,107,Secretary of State,,DEM,Under Votes,23,,,,
Linn,108,Secretary of State,,DEM,Under Votes,22,,,,
Linn,1,State Treasurer,,DEM,Ted Wheeler,79,,,,
Linn,3,State Treasurer,,DEM,Ted Wheeler,78,,,,
Linn,5,State Treasurer,,DEM,Ted Wheeler,85,,,,
Linn,8,State Treasurer,,DEM,Ted Wheeler,59,,,,
Linn,11,State Treasurer,,DEM,Ted Wheeler,51,,,,
Linn,14,State Treasurer,,DEM,Ted Wheeler,77,,,,
Linn,15,State Treasurer,,DEM,Ted Wheeler,24,,,,
Linn,16,State Treasurer,,DEM,Ted Wheeler,79,,,,
Linn,18,State Treasurer,,DEM,Ted Wheeler,219,,,,
Linn,19,State Treasurer,,DEM,Ted Wheeler,79,,,,
Linn,20,State Treasurer,,DEM,Ted Wheeler,40,,,,
Linn,21,State Treasurer,,DEM,Ted Wheeler,26,,,,
Linn,22,State Treasurer,,DEM,Ted Wheeler,7,,,,
Linn,23,State Treasurer,,DEM,Ted Wheeler,65,,,,
Linn,25,State Treasurer,,DEM,Ted Wheeler,67,,,,
Linn,26,State Treasurer,,DEM,Ted Wheeler,17,,,,
Linn,27,State Treasurer,,DEM,Ted Wheeler,46,,,,
Linn,28,State Treasurer,,DEM,Ted Wheeler,6,,,,
Linn,29,State Treasurer,,DEM,Ted Wheeler,100,,,,
Linn,30,State Treasurer,,DEM,Ted Wheeler,12,,,,
Linn,31,State Treasurer,,DEM,Ted Wheeler,40,,,,
Linn,32,State Treasurer,,DEM,Ted Wheeler,55,,,,
Linn,33,State Treasurer,,DEM,Ted Wheeler,5,,,,
Linn,34,State Treasurer,,DEM,Ted Wheeler,14,,,,
Linn,35,State Treasurer,,DEM,Ted Wheeler,111,,,,
Linn,36,State Treasurer,,DEM,Ted Wheeler,97,,,,
Linn,37,State Treasurer,,DEM,Ted Wheeler,76,,,,
Linn,38,State Treasurer,,DEM,Ted Wheeler,58,,,,
Linn,39,State Treasurer,,DEM,Ted Wheeler,57,,,,
Linn,41,State Treasurer,,DEM,Ted Wheeler,48,,,,
Linn,42,State Treasurer,,DEM,Ted Wheeler,67,,,,
Linn,43,State Treasurer,,DEM,Ted Wheeler,60,,,,
Linn,44,State Treasurer,,DEM,Ted Wheeler,103,,,,
Linn,45,State Treasurer,,DEM,Ted Wheeler,43,,,,
Linn,46,State Treasurer,,DEM,Ted Wheeler,84,,,,
Linn,47,State Treasurer,,DEM,Ted Wheeler,37,,,,
Linn,48,State Treasurer,,DEM,Ted Wheeler,139,,,,
Linn,49,State Treasurer,,DEM,Ted Wheeler,0,,,,
Linn,50,State Treasurer,,DEM,Ted Wheeler,29,,,,
Linn,51,State Treasurer,,DEM,Ted Wheeler,13,,,,
Linn,52,State Treasurer,,DEM,Ted Wheeler,30,,,,
Linn,53,State Treasurer,,DEM,Ted Wheeler,51,,,,
Linn,54,State Treasurer,,DEM,Ted Wheeler,23,,,,
Linn,55,State Treasurer,,DEM,Ted Wheeler,36,,,,
Linn,56,State Treasurer,,DEM,Ted Wheeler,58,,,,
Linn,57,State Treasurer,,DEM,Ted Wheeler,2,,,,
Linn,58,State Treasurer,,DEM,Ted Wheeler,9,,,,
Linn,59,State Treasurer,,DEM,Ted Wheeler,48,,,,
Linn,60,State Treasurer,,DEM,Ted Wheeler,59,,,,
Linn,61,State Treasurer,,DEM,Ted Wheeler,31,,,,
Linn,62,State Treasurer,,DEM,Ted Wheeler,84,,,,
Linn,63,State Treasurer,,DEM,Ted Wheeler,107,,,,
Linn,65,State Treasurer,,DEM,Ted Wheeler,1,,,,
Linn,66,State Treasurer,,DEM,Ted Wheeler,24,,,,
Linn,67,State Treasurer,,DEM,Ted Wheeler,45,,,,
Linn,68,State Treasurer,,DEM,Ted Wheeler,14,,,,
Linn,70,State Treasurer,,DEM,Ted Wheeler,46,,,,
Linn,71,State Treasurer,,DEM,Ted Wheeler,5,,,,
Linn,73,State Treasurer,,DEM,Ted Wheeler,66,,,,
Linn,74,State Treasurer,,DEM,Ted Wheeler,67,,,,
Linn,75,State Treasurer,,DEM,Ted Wheeler,90,,,,
Linn,76,State Treasurer,,DEM,Ted Wheeler,76,,,,
Linn,77,State Treasurer,,DEM,Ted Wheeler,38,,,,
Linn,78,State Treasurer,,DEM,Ted Wheeler,71,,,,
Linn,79,State Treasurer,,DEM,Ted Wheeler,111,,,,
Linn,80,State Treasurer,,DEM,Ted Wheeler,107,,,,
Linn,82,State Treasurer,,DEM,Ted Wheeler,36,,,,
Linn,83,State Treasurer,,DEM,Ted Wheeler,0,,,,
Linn,84,State Treasurer,,DEM,Ted Wheeler,59,,,,
Linn,86,State Treasurer,,DEM,Ted Wheeler,84,,,,
Linn,87,State Treasurer,,DEM,Ted Wheeler,42,,,,
Linn,88,State Treasurer,,DEM,Ted Wheeler,65,,,,
Linn,89,State Treasurer,,DEM,Ted Wheeler,77,,,,
Linn,91,State Treasurer,,DEM,Ted Wheeler,62,,,,
Linn,92,State Treasurer,,DEM,Ted Wheeler,155,,,,
Linn,93,State Treasurer,,DEM,Ted Wheeler,107,,,,
Linn,94,State Treasurer,,DEM,Ted Wheeler,69,,,,
Linn,95,State Treasurer,,DEM,Ted Wheeler,76,,,,
Linn,96,State Treasurer,,DEM,Ted Wheeler,127,,,,
Linn,97,State Treasurer,,DEM,Ted Wheeler,59,,,,
Linn,99,State Treasurer,,DEM,Ted Wheeler,35,,,,
Linn,100,State Treasurer,,DEM,Ted Wheeler,140,,,,
Linn,101,State Treasurer,,DEM,Ted Wheeler,51,,,,
Linn,102,State Treasurer,,DEM,Ted Wheeler,129,,,,
Linn,103,State Treasurer,,DEM,Ted Wheeler,34,,,,
Linn,104,State Treasurer,,DEM,Ted Wheeler,56,,,,
Linn,105,State Treasurer,,DEM,Ted Wheeler,59,,,,
Linn,106,State Treasurer,,DEM,Ted Wheeler,51,,,,
Linn,107,State Treasurer,,DEM,Ted Wheeler,117,,,,
Linn,108,State Treasurer,,DEM,Ted Wheeler,157,,,,
Linn,1,State Treasurer,,DEM,Write-ins,0,,,,
Linn,3,State Treasurer,,DEM,Write-ins,0,,,,
Linn,5,State Treasurer,,DEM,Write-ins,0,,,,
Linn,8,State Treasurer,,DEM,Write-ins,0,,,,
Linn,11,State Treasurer,,DEM,Write-ins,0,,,,
Linn,14,State Treasurer,,DEM,Write-ins,0,,,,
Linn,15,State Treasurer,,DEM,Write-ins,1,,,,
Linn,16,State Treasurer,,DEM,Write-ins,0,,,,
Linn,18,State Treasurer,,DEM,Write-ins,0,,,,
Linn,19,State Treasurer,,DEM,Write-ins,1,,,,
Linn,20,State Treasurer,,DEM,Write-ins,0,,,,
Linn,21,State Treasurer,,DEM,Write-ins,0,,,,
Linn,22,State Treasurer,,DEM,Write-ins,0,,,,
Linn,23,State Treasurer,,DEM,Write-ins,1,,,,
Linn,25,State Treasurer,,DEM,Write-ins,0,,,,
Linn,26,State Treasurer,,DEM,Write-ins,0,,,,
Linn,27,State Treasurer,,DEM,Write-ins,0,,,,
Linn,28,State Treasurer,,DEM,Write-ins,0,,,,
Linn,29,State Treasurer,,DEM,Write-ins,0,,,,
Linn,30,State Treasurer,,DEM,Write-ins,0,,,,
Linn,31,State Treasurer,,DEM,Write-ins,0,,,,
Linn,32,State Treasurer,,DEM,Write-ins,0,,,,
Linn,33,State Treasurer,,DEM,Write-ins,0,,,,
Linn,34,State Treasurer,,DEM,Write-ins,1,,,,
Linn,35,State Treasurer,,DEM,Write-ins,0,,,,
Linn,36,State Treasurer,,DEM,Write-ins,0,,,,
Linn,37,State Treasurer,,DEM,Write-ins,0,,,,
Linn,38,State Treasurer,,DEM,Write-ins,1,,,,
Linn,39,State Treasurer,,DEM,Write-ins,0,,,,
Linn,41,State Treasurer,,DEM,Write-ins,1,,,,
Linn,42,State Treasurer,,DEM,Write-ins,0,,,,
Linn,43,State Treasurer,,DEM,Write-ins,3,,,,
Linn,44,State Treasurer,,DEM,Write-ins,0,,,,
Linn,45,State Treasurer,,DEM,Write-ins,1,,,,
Linn,46,State Treasurer,,DEM,Write-ins,1,,,,
Linn,47,State Treasurer,,DEM,Write-ins,1,,,,
Linn,48,State Treasurer,,DEM,Write-ins,0,,,,
Linn,49,State Treasurer,,DEM,Write-ins,0,,,,
Linn,50,State Treasurer,,DEM,Write-ins,1,,,,
Linn,51,State Treasurer,,DEM,Write-ins,0,,,,
Linn,52,State Treasurer,,DEM,Write-ins,0,,,,
Linn,53,State Treasurer,,DEM,Write-ins,0,,,,
Linn,54,State Treasurer,,DEM,Write-ins,0,,,,
Linn,55,State Treasurer,,DEM,Write-ins,0,,,,
Linn,56,State Treasurer,,DEM,Write-ins,0,,,,
Linn,57,State Treasurer,,DEM,Write-ins,0,,,,
Linn,58,State Treasurer,,DEM,Write-ins,0,,,,
Linn,59,State Treasurer,,DEM,Write-ins,0,,,,
Linn,60,State Treasurer,,DEM,Write-ins,1,,,,
Linn,61,State Treasurer,,DEM,Write-ins,1,,,,
Linn,62,State Treasurer,,DEM,Write-ins,1,,,,
Linn,63,State Treasurer,,DEM,Write-ins,2,,,,
Linn,65,State Treasurer,,DEM,Write-ins,0,,,,
Linn,66,State Treasurer,,DEM,Write-ins,0,,,,
Linn,67,State Treasurer,,DEM,Write-ins,1,,,,
Linn,68,State Treasurer,,DEM,Write-ins,0,,,,
