county,precinct,office,district,party,candidate,votes,,,,,,,
Linn,78,Secretary of State,,REP,Knute Buehler,317,,,,,,,
Linn,79,Secretary of State,,REP,Knute Buehler,455,,,,,,,
Linn,80,Secretary of State,,REP,Knute Buehler,404,,,,,,,
Linn,82,Secretary of State,,REP,Knute Buehler,160,,,,,,,
Linn,83,Secretary of State,,REP,Knute Buehler,12,,,,,,,
Linn,84,Secretary of State,,REP,Knute Buehler,198,,,,,,,
Linn,86,Secretary of State,,REP,Knute Buehler,630,,,,,,,
Linn,87,Secretary of State,,REP,Knute Buehler,190,,,,,,,
Linn,88,Secretary of State,,REP,Knute Buehler,315,,,,,,,
Linn,89,Secretary of State,,REP,Knute Buehler,275,,,,,,,
Linn,91,Secretary of State,,REP,Knute Buehler,315,,,,,,,
Linn,92,Secretary of State,,REP,Knute Buehler,545,,,,,,,
Linn,93,Secretary of State,,REP,Knute Buehler,666,,,,,,,
Linn,94,Secretary of State,,REP,Knute Buehler,241,,,,,,,
Linn,95,Secretary of State,,REP,Knute Buehler,418,,,,,,,
Linn,96,Secretary of State,,REP,Knute Buehler,357,,,,,,,
Linn,97,Secretary of State,,REP,Knute Buehler,448,,,,,,,
Linn,99,Secretary of State,,REP,Knute Buehler,163,,,,,,,
Linn,100,Secretary of State,,REP,Knute Buehler,539,,,,,,,
Linn,101,Secretary of State,,REP,Knute Buehler,227,,,,,,,
Linn,102,Secretary of State,,REP,Knute Buehler,433,,,,,,,
Linn,103,Secretary of State,,REP,Knute Buehler,239,,,,,,,
Linn,104,Secretary of State,,REP,Knute Buehler,279,,,,,,,
Linn,105,Secretary of State,,REP,Knute Buehler,183,,,,,,,
Linn,106,Secretary of State,,REP,Knute Buehler,267,,,,,,,
Linn,107,Secretary of State,,REP,Knute Buehler,432,,,,,,,
Linn,108,Secretary of State,,REP,Knute Buehler,629,,,,,,,
Linn,1,Secretary of State,,,Write-ins,2,,,,,,,
Linn,3,Secretary of State,,,Write-ins,0,,,,,,,
Linn,5,Secretary of State,,,Write-ins,2,,,,,,,
Linn,8,Secretary of State,,,Write-ins,2,,,,,,,
Linn,11,Secretary of State,,,Write-ins,2,,,,,,,
Linn,14,Secretary of State,,,Write-ins,1,,,,,,,
Linn,15,Secretary of State,,,Write-ins,0,,,,,,,
Linn,16,Secretary of State,,,Write-ins,3,,,,,,,
Linn,18,Secretary of State,,,Write-ins,1,,,,,,,
Linn,19,Secretary of State,,,Write-ins,1,,,,,,,
Linn,20,Secretary of State,,,Write-ins,0,,,,,,,
Linn,21,Secretary of State,,,Write-ins,1,,,,,,,
Linn,22,Secretary of State,,,Write-ins,0,,,,,,,
Linn,23,Secretary of State,,,Write-ins,4,,,,,,,
Linn,25,Secretary of State,,,Write-ins,1,,,,,,,
Linn,26,Secretary of State,,,Write-ins,1,,,,,,,
Linn,27,Secretary of State,,,Write-ins,2,,,,,,,
Linn,28,Secretary of State,,,Write-ins,1,,,,,,,
Linn,29,Secretary of State,,,Write-ins,3,,,,,,,
Linn,30,Secretary of State,,,Write-ins,0,,,,,,,
Linn,31,Secretary of State,,,Write-ins,1,,,,,,,
Linn,32,Secretary of State,,,Write-ins,0,,,,,,,
Linn,33,Secretary of State,,,Write-ins,0,,,,,,,
Linn,34,Secretary of State,,,Write-ins,0,,,,,,,
Linn,35,Secretary of State,,,Write-ins,3,,,,,,,
Linn,36,Secretary of State,,,Write-ins,3,,,,,,,
Linn,37,Secretary of State,,,Write-ins,2,,,,,,,
Linn,38,Secretary of State,,,Write-ins,5,,,,,,,
Linn,39,Secretary of State,,,Write-ins,3,,,,,,,
Linn,41,Secretary of State,,,Write-ins,0,,,,,,,
Linn,42,Secretary of State,,,Write-ins,3,,,,,,,
Linn,43,Secretary of State,,,Write-ins,4,,,,,,,
Linn,44,Secretary of State,,,Write-ins,0,,,,,,,
Linn,45,Secretary of State,,,Write-ins,2,,,,,,,
Linn,46,Secretary of State,,,Write-ins,2,,,,,,,
Linn,47,Secretary of State,,,Write-ins,0,,,,,,,
Linn,48,Secretary of State,,,Write-ins,0,,,,,,,
Linn,49,Secretary of State,,,Write-ins,0,,,,,,,
Linn,50,Secretary of State,,,Write-ins,3,,,,,,,
Linn,51,Secretary of State,,,Write-ins,2,,,,,,,
Linn,52,Secretary of State,,,Write-ins,1,,,,,,,
Linn,53,Secretary of State,,,Write-ins,0,,,,,,,
Linn,54,Secretary of State,,,Write-ins,1,,,,,,,
Linn,55,Secretary of State,,,Write-ins,2,,,,,,,
Linn,56,Secretary of State,,,Write-ins,0,,,,,,,
Linn,57,Secretary of State,,,Write-ins,0,,,,,,,
Linn,58,Secretary of State,,,Write-ins,0,,,,,,,
Linn,59,Secretary of State,,,Write-ins,0,,,,,,,
Linn,60,Secretary of State,,,Write-ins,0,,,,,,,
Linn,61,Secretary of State,,,Write-ins,1,,,,,,,
Linn,62,Secretary of State,,,Write-ins,3,,,,,,,
Linn,63,Secretary of State,,,Write-ins,0,,,,,,,
Linn,65,Secretary of State,,,Write-ins,0,,,,,,,
Linn,66,Secretary of State,,,Write-ins,1,,,,,,,
Linn,67,Secretary of State,,,Write-ins,1,,,,,,,
Linn,68,Secretary of State,,,Write-ins,0,,,,,,,
Linn,70,Secretary of State,,,Write-ins,0,,,,,,,
Linn,71,Secretary of State,,,Write-ins,0,,,,,,,
Linn,73,Secretary of State,,,Write-ins,3,,,,,,,
Linn,74,Secretary of State,,,Write-ins,0,,,,,,,
Linn,75,Secretary of State,,,Write-ins,2,,,,,,,
Linn,76,Secretary of State,,,Write-ins,0,,,,,,,
Linn,77,Secretary of State,,,Write-ins,1,,,,,,,
Linn,78,Secretary of State,,,Write-ins,2,,,,,,,
Linn,79,Secretary of State,,,Write-ins,0,,,,,,,
Linn,80,Secretary of State,,,Write-ins,1,,,,,,,
Linn,82,Secretary of State,,,Write-ins,0,,,,,,,
Linn,83,Secretary of State,,,Write-ins,0,,,,,,,
Linn,84,Secretary of State,,,Write-ins,4,,,,,,,
Linn,86,Secretary of State,,,Write-ins,1,,,,,,,
Linn,87,Secretary of State,,,Write-ins,0,,,,,,,
Linn,88,Secretary of State,,,Write-ins,3,,,,,,,
Linn,89,Secretary of State,,,Write-ins,0,,,,,,,
Linn,91,Secretary of State,,,Write-ins,2,,,,,,,
Linn,92,Secretary of State,,,Write-ins,3,,,,,,,
Linn,93,Secretary of State,,,Write-ins,2,,,,,,,
Linn,94,Secretary of State,,,Write-ins,4,,,,,,,
Linn,95,Secretary of State,,,Write-ins,3,,,,,,,
Linn,96,Secretary of State,,,Write-ins,2,,,,,,,
Linn,97,Secretary of State,,,Write-ins,1,,,,,,,
Linn,99,Secretary of State,,,Write-ins,0,,,,,,,
Linn,100,Secretary of State,,,Write-ins,3,,,,,,,
Linn,101,Secretary of State,,,Write-ins,0,,,,,,,
Linn,102,Secretary of State,,,Write-ins,3,,,,,,,
Linn,103,Secretary of State,,,Write-ins,0,,,,,,,
Linn,104,Secretary of State,,,Write-ins,0,,,,,,,
Linn,105,Secretary of State,,,Write-ins,0,,,,,,,
Linn,106,Secretary of State,,,Write-ins,1,,,,,,,
Linn,107,Secretary of State,,,Write-ins,0,,,,,,,
Linn,108,Secretary of State,,,Write-ins,0,,,,,,,
Linn,1,Secretary of State,,,Over Votes,0,,,,,,,
Linn,3,Secretary of State,,,Over Votes,0,,,,,,,
Linn,5,Secretary of State,,,Over Votes,0,,,,,,,
Linn,8,Secretary of State,,,Over Votes,0,,,,,,,
Linn,11,Secretary of State,,,Over Votes,0,,,,,,,
Linn,14,Secretary of State,,,Over Votes,0,,,,,,,
Linn,15,Secretary of State,,,Over Votes,0,,,,,,,
Linn,16,Secretary of State,,,Over Votes,0,,,,,,,
Linn,18,Secretary of State,,,Over Votes,1,,,,,,,
Linn,19,Secretary of State,,,Over Votes,1,,,,,,,
Linn,20,Secretary of State,,,Over Votes,0,,,,,,,
Linn,21,Secretary of State,,,Over Votes,0,,,,,,,
Linn,22,Secretary of State,,,Over Votes,0,,,,,,,
Linn,23,Secretary of State,,,Over Votes,1,,,,,,,
Linn,25,Secretary of State,,,Over Votes,0,,,,,,,
Linn,26,Secretary of State,,,Over Votes,0,,,,,,,
Linn,27,Secretary of State,,,Over Votes,1,,,,,,,
Linn,28,Secretary of State,,,Over Votes,0,,,,,,,
Linn,29,Secretary of State,,,Over Votes,1,,,,,,,
Linn,30,Secretary of State,,,Over Votes,2,,,,,,,
Linn,31,Secretary of State,,,Over Votes,0,,,,,,,
Linn,32,Secretary of State,,,Over Votes,0,,,,,,,
Linn,33,Secretary of State,,,Over Votes,0,,,,,,,
Linn,34,Secretary of State,,,Over Votes,1,,,,,,,
Linn,35,Secretary of State,,,Over Votes,1,,,,,,,
Linn,36,Secretary of State,,,Over Votes,0,,,,,,,
Linn,37,Secretary of State,,,Over Votes,1,,,,,,,
Linn,38,Secretary of State,,,Over Votes,0,,,,,,,
Linn,39,Secretary of State,,,Over Votes,1,,,,,,,
Linn,41,Secretary of State,,,Over Votes,0,,,,,,,
Linn,42,Secretary of State,,,Over Votes,2,,,,,,,
Linn,43,Secretary of State,,,Over Votes,0,,,,,,,
Linn,44,Secretary of State,,,Over Votes,0,,,,,,,
Linn,45,Secretary of State,,,Over Votes,0,,,,,,,
Linn,46,Secretary of State,,,Over Votes,0,,,,,,,
Linn,47,Secretary of State,,,Over Votes,0,,,,,,,
Linn,48,Secretary of State,,,Over Votes,0,,,,,,,
Linn,49,Secretary of State,,,Over Votes,0,,,,,,,
Linn,50,Secretary of State,,,Over Votes,0,,,,,,,
Linn,51,Secretary of State,,,Over Votes,0,,,,,,,
Linn,52,Secretary of State,,,Over Votes,0,,,,,,,
Linn,53,Secretary of State,,,Over Votes,0,,,,,,,
Linn,54,Secretary of State,,,Over Votes,0,,,,,,,
Linn,55,Secretary of State,,,Over Votes,0,,,,,,,
Linn,56,Secretary of State,,,Over Votes,0,,,,,,,
Linn,57,Secretary of State,,,Over Votes,0,,,,,,,
Linn,58,Secretary of State,,,Over Votes,0,,,,,,,
Linn,59,Secretary of State,,,Over Votes,0,,,,,,,
Linn,60,Secretary of State,,,Over Votes,0,,,,,,,
Linn,61,Secretary of State,,,Over Votes,0,,,,,,,
Linn,62,Secretary of State,,,Over Votes,0,,,,,,,
Linn,63,Secretary of State,,,Over Votes,0,,,,,,,
Linn,65,Secretary of State,,,Over Votes,0,,,,,,,
Linn,66,Secretary of State,,,Over Votes,0,,,,,,,
Linn,67,Secretary of State,,,Over Votes,0,,,,,,,
Linn,68,Secretary of State,,,Over Votes,0,,,,,,,
Linn,70,Secretary of State,,,Over Votes,0,,,,,,,
Linn,71,Secretary of State,,,Over Votes,0,,,,,,,
Linn,73,Secretary of State,,,Over Votes,0,,,,,,,
Linn,74,Secretary of State,,,Over Votes,0,,,,,,,
Linn,75,Secretary of State,,,Over Votes,0,,,,,,,
Linn,76,Secretary of State,,,Over Votes,0,,,,,,,
Linn,77,Secretary of State,,,Over Votes,0,,,,,,,
Linn,78,Secretary of State,,,Over Votes,0,,,,,,,
Linn,79,Secretary of State,,,Over Votes,0,,,,,,,
Linn,80,Secretary of State,,,Over Votes,0,,,,,,,
Linn,82,Secretary of State,,,Over Votes,0,,,,,,,
Linn,83,Secretary of State,,,Over Votes,0,,,,,,,
Linn,84,Secretary of State,,,Over Votes,0,,,,,,,
Linn,86,Secretary of State,,,Over Votes,1,,,,,,,
Linn,87,Secretary of State,,,Over Votes,1,,,,,,,
Linn,88,Secretary of State,,,Over Votes,0,,,,,,,
Linn,89,Secretary of State,,,Over Votes,0,,,,,,,
Linn,91,Secretary of State,,,Over Votes,0,,,,,,,
Linn,92,Secretary of State,,,Over Votes,0,,,,,,,
Linn,93,Secretary of State,,,Over Votes,1,,,,,,,
Linn,94,Secretary of State,,,Over Votes,0,,,,,,,
Linn,95,Secretary of State,,,Over Votes,0,,,,,,,
Linn,96,Secretary of State,,,Over Votes,0,,,,,,,
Linn,97,Secretary of State,,,Over Votes,0,,,,,,,
Linn,99,Secretary of State,,,Over Votes,1,,,,,,,
Linn,100,Secretary of State,,,Over Votes,1,,,,,,,
Linn,101,Secretary of State,,,Over Votes,0,,,,,,,
Linn,102,Secretary of State,,,Over Votes,1,,,,,,,
Linn,103,Secretary of State,,,Over Votes,0,,,,,,,
Linn,104,Secretary of State,,,Over Votes,0,,,,,,,
Linn,105,Secretary of State,,,Over Votes,0,,,,,,,
Linn,106,Secretary of State,,,Over Votes,1,,,,,,,
Linn,107,Secretary of State,,,Over Votes,0,,,,,,,
Linn,108,Secretary of State,,,Over Votes,2,,,,,,,
Linn,1,Secretary of State,,,Under Votes,26,,,,,,,
Linn,3,Secretary of State,,,Under Votes,21,,,,,,,
Linn,5,Secretary of State,,,Under Votes,37,,,,,,,
Linn,8,Secretary of State,,,Under Votes,48,,,,,,,
Linn,11,Secretary of State,,,Under Votes,35,,,,,,,
Linn,14,Secretary of State,,,Under Votes,38,,,,,,,
Linn,15,Secretary of State,,,Under Votes,21,,,,,,,
Linn,16,Secretary of State,,,Under Votes,34,,,,,,,
Linn,18,Secretary of State,,,Under Votes,138,,,,,,,
Linn,19,Secretary of State,,,Under Votes,58,,,,,,,
Linn,20,Secretary of State,,,Under Votes,27,,,,,,,
Linn,21,Secretary of State,,,Under Votes,10,,,,,,,
Linn,22,Secretary of State,,,Under Votes,8,,,,,,,
Linn,23,Secretary of State,,,Under Votes,29,,,,,,,
Linn,25,Secretary of State,,,Under Votes,29,,,,,,,
Linn,26,Secretary of State,,,Under Votes,19,,,,,,,
Linn,27,Secretary of State,,,Under Votes,28,,,,,,,
Linn,28,Secretary of State,,,Under Votes,13,,,,,,,
Linn,29,Secretary of State,,,Under Votes,81,,,,,,,
Linn,30,Secretary of State,,,Under Votes,10,,,,,,,
Linn,31,Secretary of State,,,Under Votes,29,,,,,,,
Linn,32,Secretary of State,,,Under Votes,25,,,,,,,
Linn,33,Secretary of State,,,Under Votes,3,,,,,,,
Linn,34,Secretary of State,,,Under Votes,19,,,,,,,
Linn,35,Secretary of State,,,Under Votes,78,,,,,,,
Linn,36,Secretary of State,,,Under Votes,46,,,,,,,
Linn,37,Secretary of State,,,Under Votes,38,,,,,,,
Linn,38,Secretary of State,,,Under Votes,39,,,,,,,
Linn,39,Secretary of State,,,Under Votes,34,,,,,,,
Linn,41,Secretary of State,,,Under Votes,23,,,,,,,
Linn,42,Secretary of State,,,Under Votes,60,,,,,,,
Linn,43,Secretary of State,,,Under Votes,45,,,,,,,
Linn,44,Secretary of State,,,Under Votes,41,,,,,,,
Linn,45,Secretary of State,,,Under Votes,38,,,,,,,
Linn,46,Secretary of State,,,Under Votes,51,,,,,,,
Linn,47,Secretary of State,,,Under Votes,16,,,,,,,
Linn,48,Secretary of State,,,Under Votes,67,,,,,,,
Linn,49,Secretary of State,,,Under Votes,1,,,,,,,
Linn,50,Secretary of State,,,Under Votes,31,,,,,,,
Linn,51,Secretary of State,,,Under Votes,12,,,,,,,
Linn,52,Secretary of State,,,Under Votes,31,,,,,,,
Linn,53,Secretary of State,,,Under Votes,34,,,,,,,
Linn,54,Secretary of State,,,Under Votes,19,,,,,,,
Linn,55,Secretary of State,,,Under Votes,31,,,,,,,
Linn,56,Secretary of State,,,Under Votes,42,,,,,,,
Linn,57,Secretary of State,,,Under Votes,4,,,,,,,
Linn,58,Secretary of State,,,Under Votes,5,,,,,,,
Linn,59,Secretary of State,,,Under Votes,29,,,,,,,
Linn,60,Secretary of State,,,Under Votes,39,,,,,,,
Linn,61,Secretary of State,,,Under Votes,21,,,,,,,
Linn,62,Secretary of State,,,Under Votes,47,,,,,,,
Linn,63,Secretary of State,,,Under Votes,98,,,,,,,
Linn,65,Secretary of State,,,Under Votes,4,,,,,,,
Linn,66,Secretary of State,,,Under Votes,19,,,,,,,
Linn,67,Secretary of State,,,Under Votes,31,,,,,,,
Linn,68,Secretary of State,,,Under Votes,6,,,,,,,
Linn,70,Secretary of State,,,Under Votes,35,,,,,,,
Linn,71,Secretary of State,,,Under Votes,6,,,,,,,
Linn,73,Secretary of State,,,Under Votes,37,,,,,,,
Linn,74,Secretary of State,,,Under Votes,61,,,,,,,
Linn,75,Secretary of State,,,Under Votes,52,,,,,,,
Linn,76,Secretary of State,,,Under Votes,49,,,,,,,
Linn,77,Secretary of State,,,Under Votes,20,,,,,,,
Linn,78,Secretary of State,,,Under Votes,35,,,,,,,
Linn,79,Secretary of State,,,Under Votes,73,,,,,,,
Linn,80,Secretary of State,,,Under Votes,62,,,,,,,
Linn,82,Secretary of State,,,Under Votes,13,,,,,,,
Linn,83,Secretary of State,,,Under Votes,3,,,,,,,
Linn,84,Secretary of State,,,Under Votes,43,,,,,,,
Linn,86,Secretary of State,,,Under Votes,63,,,,,,,
Linn,87,Secretary of State,,,Under Votes,30,,,,,,,
Linn,88,Secretary of State,,,Under Votes,38,,,,,,,
Linn,89,Secretary of State,,,Under Votes,52,,,,,,,
Linn,91,Secretary of State,,,Under Votes,60,,,,,,,
Linn,92,Secretary of State,,,Under Votes,94,,,,,,,
Linn,93,Secretary of State,,,Under Votes,116,,,,,,,
Linn,94,Secretary of State,,,Under Votes,43,,,,,,,
Linn,95,Secretary of State,,,Under Votes,57,,,,,,,
Linn,96,Secretary of State,,,Under Votes,35,,,,,,,
Linn,97,Secretary of State,,,Under Votes,54,,,,,,,
Linn,99,Secretary of State,,,Under Votes,33,,,,,,,
Linn,100,Secretary of State,,,Under Votes,60,,,,,,,
Linn,101,Secretary of State,,,Under Votes,26,,,,,,,
Linn,102,Secretary of State,,,Under Votes,73,,,,,,,
Linn,103,Secretary of State,,,Under Votes,17,,,,,,,
Linn,104,Secretary of State,,,Under Votes,22,,,,,,,
Linn,105,Secretary of State,,,Under Votes,36,,,,,,,
Linn,106,Secretary of State,,,Under Votes,33,,,,,,,
Linn,107,Secretary of State,,,Under Votes,69,,,,,,,
Linn,108,Secretary of State,,,Under Votes,97,,,,,,,
Linn,1,State Treasurer,,DEM,Ted Wheeler,299,12,9,1,155,3,0,52
Linn,3,State Treasurer,,,,296,10,5,3,120,0,0,34
Linn,5,State Treasurer,,,,305,24,15,12,182,1,0,46
Linn,8,State Treasurer,,,,352,20,25,8,267,3,1,59
Linn,11,State Treasurer,,,,232,12,12,3,150,3,0,40
Linn,14,State Treasurer,,,,274,14,16,7,178,1,0,58
Linn,15,State Treasurer,,,,101,2,6,8,54,0,0,24
Linn,16,State Treasurer,,,,302,22,9,13,240,3,0,45
Linn,18,State Treasurer,,,,803,41,38,30,799,1,1,186
Linn,19,State Treasurer,,,,307,20,6,11,295,1,0,74
Linn,20,State Treasurer,,,,152,9,13,8,230,0,0,35
Linn,21,State Treasurer,,,,89,9,4,4,150,1,0,19
Linn,22,State Treasurer,,,,26,4,1,3,63,0,0,12
Linn,23,State Treasurer,,,,234,10,14,7,354,3,0,39
Linn,25,State Treasurer,,,,244,9,13,3,290,0,1,52
Linn,26,State Treasurer,,,,65,0,3,0,107,0,0,29
Linn,27,State Treasurer,,,,153,7,12,2,254,0,0,40
Linn,28,State Treasurer,,,,49,1,8,1,108,1,0,21
Linn,29,State Treasurer,,,,535,21,25,17,710,2,0,122
Linn,30,State Treasurer,,,,43,5,1,2,114,0,0,15
Linn,31,State Treasurer,,,,143,7,7,9,219,0,0,41
Linn,32,State Treasurer,,,,192,5,10,8,282,2,0,34
Linn,33,State Treasurer,,,,17,2,1,2,13,0,0,4
Linn,34,State Treasurer,,,,97,11,3,0,149,0,1,26
Linn,35,State Treasurer,,,,436,19,22,18,514,2,0,101
Linn,36,State Treasurer,,,,329,21,13,6,338,1,0,60
Linn,37,State Treasurer,,,,334,24,16,11,329,1,1,48
Linn,38,State Treasurer,,,,262,21,22,16,265,1,0,51
Linn,39,State Treasurer,,,,206,16,13,7,209,0,0,58
Linn,41,State Treasurer,,,,192,13,6,5,180,0,1,28
Linn,42,State Treasurer,,,,209,11,8,4,268,1,0,66
Linn,43,State Treasurer,,,,235,7,8,9,233,3,0,50
Linn,44,State Treasurer,,,,389,10,21,4,313,1,0,63
Linn,45,State Treasurer,,,,213,19,11,9,366,0,0,46
Linn,46,State Treasurer,,,,296,13,15,15,433,2,0,68
Linn,47,State Treasurer,,,,111,1,3,3,97,1,0,20
Linn,48,State Treasurer,,,,395,7,10,4,306,0,0,83
Linn,49,State Treasurer,,,,3,1,0,0,4,0,0,1
Linn,50,State Treasurer,,,,151,9,3,2,218,1,0,40
Linn,51,State Treasurer,,,,39,1,3,2,132,0,0,14
Linn,52,State Treasurer,,,,126,2,7,4,117,0,0,35
Linn,53,State Treasurer,,,,208,13,18,10,347,1,0,42
Linn,54,State Treasurer,,,,105,9,6,5,178,0,0,26
Linn,55,State Treasurer,,,,166,8,8,8,260,2,0,38
Linn,56,State Treasurer,,,,221,7,13,11,344,0,0,46
Linn,57,State Treasurer,,,,14,2,1,0,32,0,0,5
Linn,58,State Treasurer,,,,19,0,0,0,22,0,0,8
Linn,59,State Treasurer,,,,162,6,15,9,178,1,0,36
Linn,60,State Treasurer,,,,205,18,8,9,258,0,0,51
Linn,61,State Treasurer,,,,100,10,3,3,153,1,0,23
Linn,62,State Treasurer,,,,291,12,25,15,297,1,0,66
Linn,63,State Treasurer,,,,409,12,14,16,512,0,0,109
Linn,65,State Treasurer,,,,7,0,0,0,21,0,0,4
Linn,66,State Treasurer,,,,86,12,4,2,106,0,0,23
Linn,67,State Treasurer,,,,152,8,11,4,206,0,0,42
Linn,68,State Treasurer,,,,56,5,7,1,72,0,0,14
Linn,70,State Treasurer,,,,163,10,16,5,275,0,0,52
Linn,71,State Treasurer,,,,40,3,4,3,56,0,0,6
Linn,73,State Treasurer,,,,290,16,15,7,352,5,0,61
Linn,74,State Treasurer,,,,268,3,9,6,306,3,0,70
Linn,75,State Treasurer,,,,260,8,9,6,441,3,0,66
Linn,76,State Treasurer,,,,302,11,21,8,338,1,1,72
Linn,77,State Treasurer,,,,,,,,,,,
Linn,78,State Treasurer,,,,,,,,,,,
Linn,79,State Treasurer,,,,,,,,,,,
Linn,80,State Treasurer,,,,,,,,,,,
Linn,82,State Treasurer,,,,,,,,,,,
Linn,83,State Treasurer,,,,,,,,,,,
Linn,84,State Treasurer,,,,,,,,,,,
Linn,86,State Treasurer,,,,,,,,,,,
Linn,87,State Treasurer,,,,,,,,,,,
Linn,88,State Treasurer,,,,,,,,,,,
Linn,89,State Treasurer,,,,,,,,,,,
Linn,91,State Treasurer,,,,,,,,,,,
Linn,92,State Treasurer,,,,,,,,,,,
Linn,93,State Treasurer,,,,,,,,,,,
Linn,94,State Treasurer,,,,,,,,,,,
Linn,95,State Treasurer,,,,,,,,,,,
Linn,96,State Treasurer,,,,,,,,,,,
Linn,97,State Treasurer,,,,,,,,,,,
Linn,99,State Treasurer,,,,,,,,,,,
Linn,100,State Treasurer,,,,,,,,,,,
Linn,101,State Treasurer,,,,,,,,,,,
Linn,102,State Treasurer,,,,,,,,,,,
Linn,103,State Treasurer,,,,,,,,,,,
Linn,104,State Treasurer,,,,,,,,,,,
Linn,105,State Treasurer,,,,,,,,,,,
Linn,106,State Treasurer,,,,,,,,,,,
Linn,107,State Treasurer,,,,,,,,,,,
Linn,108,State Treasurer,,,,,,,,,,,
