county,precinct,office,district,party,candidate,votes,percent
Benton,PRECINCT 06,Governor,,DEM,CALEB BURNS,4,0.50%
Benton,PRECINCT 06,Governor,,DEM,TED KULONGOSKI,402,50.06%
Benton,PRECINCT 06,Governor,,DEM,WILLIAM PETER ALLEN,7,0.87%
Benton,PRECINCT 06,Governor,,DEM,BEV STEIN,120,14.94%
Benton,PRECINCT 06,Governor,,DEM,Write-Ins,1,0.12%
Benton,PRECINCT 06,Governor,,DEM,Total,776,
Benton,PRECINCT 06,Governor,,DEM,Under-Votes,23,2.86%
Benton,PRECINCT 06,Governor,,DEM,Over-Votes,4,0.50%
Benton,PRECINCT 06,Governor,,DEM,Total Votes Cast,803,
Benton,PRECINCT 07,Governor,,DEM,JIM HILL,307,32.76%
Benton,PRECINCT 07,Governor,,DEM,CALEB BURNS,5,0.53%
Benton,PRECINCT 07,Governor,,DEM,TED KULONGOSKI,455,48.56%
Benton,PRECINCT 07,Governor,,DEM,WILLIAM PETER ALLEN,3,0.32%
Benton,PRECINCT 07,Governor,,DEM,BEV STEIN,133,14.19%
Benton,PRECINCT 07,Governor,,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 07,Governor,,DEM,Total,903,
Benton,PRECINCT 07,Governor,,DEM,Under-Votes,30,3.20%
Benton,PRECINCT 07,Governor,,DEM,Over-Votes,4,0.43%
Benton,PRECINCT 07,Governor,,DEM,Total Votes Cast,937,
Benton,PRECINCT 08,Governor,,DEM,JIM HILL,306,33.44%
Benton,PRECINCT 08,Governor,,DEM,CALEB BURNS,4,0.44%
Benton,PRECINCT 08,Governor,,DEM,TED KULONGOSKI,459,50.16%
Benton,PRECINCT 08,Governor,,DEM,WILLIAM PETER ALLEN,4,0.44%
Benton,PRECINCT 08,Governor,,DEM,BEV STEIN,109,11.91%
Benton,PRECINCT 08,Governor,,DEM,Write-Ins,2,0.22%
Benton,PRECINCT 08,Governor,,DEM,Total,884,
Benton,PRECINCT 08,Governor,,DEM,Under-Votes,29,3.17%
Benton,PRECINCT 08,Governor,,DEM,Over-Votes,2,0.22%
Benton,PRECINCT 08,Governor,,DEM,Total Votes Cast,915,
Benton,PRECINCT 09,Governor,,DEM,JIM HILL,186,29.02%
Benton,PRECINCT 09,Governor,,DEM,CALEB BURNS,4,0.62%
Benton,PRECINCT 09,Governor,,DEM,TED KULONGOSKI,284,44.31%
Benton,PRECINCT 09,Governor,,DEM,WILLIAM PETER ALLEN,9,1.40%
Benton,PRECINCT 09,Governor,,DEM,BEV STEIN,131,20.44%
Benton,PRECINCT 09,Governor,,DEM,Write-Ins,1,0.16%
Benton,PRECINCT 09,Governor,,DEM,Total,615,
Benton,PRECINCT 09,Governor,,DEM,Under-Votes,23,3.59%
Benton,PRECINCT 09,Governor,,DEM,Over-Votes,3,0.47%
Benton,PRECINCT 09,Governor,,DEM,Total Votes Cast,641,
Benton,PRECINCT 10,Governor,,DEM,JIM HILL,88,25.51%
Benton,PRECINCT 10,Governor,,DEM,CALEB BURNS,7,2.03%
Benton,PRECINCT 10,Governor,,DEM,TED KULONGOSKI,157,45.51%
Benton,PRECINCT 10,Governor,,DEM,WILLIAM PETER ALLEN,3,0.87%
Benton,PRECINCT 10,Governor,,DEM,BEV STEIN,69,20.00%
Benton,PRECINCT 10,Governor,,DEM,Write-Ins,6,1.74%
Benton,PRECINCT 10,Governor,,DEM,Total,330,
Benton,PRECINCT 10,Governor,,DEM,Under-Votes,14,4.06%
Benton,PRECINCT 10,Governor,,DEM,Over-Votes,1,0.29%
Benton,PRECINCT 10,Governor,,DEM,Total Votes Cast,345,
Benton,PRECINCT 11,Governor,,DEM,JIM HILL,192,31.79%
Benton,PRECINCT 11,Governor,,DEM,CALEB BURNS,5,0.83%
Benton,PRECINCT 11,Governor,,DEM,TED KULONGOSKI,289,47.85%
Benton,PRECINCT 11,Governor,,DEM,WILLIAM PETER ALLEN,9,1.49%
Benton,PRECINCT 11,Governor,,DEM,BEV STEIN,73,12.09%
Benton,PRECINCT 11,Governor,,DEM,Write-Ins,9,1.49%
Benton,PRECINCT 11,Governor,,DEM,Total,577,
Benton,PRECINCT 11,Governor,,DEM,Under-Votes,25,4.14%
Benton,PRECINCT 11,Governor,,DEM,Over-Votes,2,0.33%
Benton,PRECINCT 11,Governor,,DEM,Total Votes Cast,604,
Benton,PRECINCT 12,Governor,,DEM,JIM HILL,3,15.00%
Benton,PRECINCT 12,Governor,,DEM,CALEB BURNS,0,0.00%
Benton,PRECINCT 12,Governor,,DEM,TED KULONGOSKI,8,40.00%
Benton,PRECINCT 12,Governor,,DEM,WILLIAM PETER ALLEN,2,10.00%
Benton,PRECINCT 12,Governor,,DEM,BEV STEIN,3,15.00%
Benton,PRECINCT 12,Governor,,DEM,Write-Ins,3,15.00%
Benton,PRECINCT 12,Governor,,DEM,Total,19,
Benton,PRECINCT 12,Governor,,DEM,Under-Votes,1,5.00%
Benton,PRECINCT 12,Governor,,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 12,Governor,,DEM,Total Votes Cast,20,
Benton,PRECINCT 13,Governor,,DEM,JIM HILL,15,34.09%
Benton,PRECINCT 13,Governor,,DEM,CALEB BURNS,1,2.27%
Benton,PRECINCT 13,Governor,,DEM,TED KULONGOSKI,18,40.91%
Benton,PRECINCT 13,Governor,,DEM,WILLIAM PETER ALLEN,1,2.27%
Benton,PRECINCT 13,Governor,,DEM,BEV STEIN,9,20.45%
Benton,PRECINCT 13,Governor,,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 13,Governor,,DEM,Total,44,
Benton,PRECINCT 13,Governor,,DEM,Under-Votes,0,0.00%
Benton,PRECINCT 13,Governor,,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 13,Governor,,DEM,Total Votes Cast,44,
Benton,PRECINCT 14,Governor,,DEM,JIM HILL,18,19.35%
Benton,PRECINCT 14,Governor,,DEM,CALEB BURNS,0,0.00%
Benton,PRECINCT 14,Governor,,DEM,TED KULONGOSKI,45,48.39%
Benton,PRECINCT 14,Governor,,DEM,WILLIAM PETER ALLEN,1,1.08%
Benton,PRECINCT 14,Governor,,DEM,BEV STEIN,24,25.81%
Benton,PRECINCT 14,Governor,,DEM,Write-Ins,1,1.08%
Benton,PRECINCT 14,Governor,,DEM,Total,89,
Benton,PRECINCT 14,Governor,,DEM,Under-Votes,3,3.23%
Benton,PRECINCT 14,Governor,,DEM,Over-Votes,1,1.08%
Benton,PRECINCT 14,Governor,,DEM,Total Votes Cast,93,
Benton,PRECINCT 15,Governor,,DEM,JIM HILL,141,25.22%
Benton,PRECINCT 15,Governor,,DEM,CALEB BURNS,12,2.15%
Benton,PRECINCT 15,Governor,,DEM,TED KULONGOSKI,269,48.12%
Benton,PRECINCT 15,Governor,,DEM,WILLIAM PETER ALLEN,10,1.79%
Benton,PRECINCT 15,Governor,,DEM,BEV STEIN,97,17.35%
Benton,PRECINCT 15,Governor,,DEM,Write-Ins,3,0.54%
Benton,PRECINCT 15,Governor,,DEM,Total,532,
Benton,PRECINCT 15,Governor,,DEM,Under-Votes,27,4.83%
Benton,PRECINCT 15,Governor,,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 15,Governor,,DEM,Total Votes Cast,559,
Benton,PRECINCT 16,Governor,,DEM,JIM HILL,141,30.99%
Benton,PRECINCT 16,Governor,,DEM,CALEB BURNS,5,1.10%
Benton,PRECINCT 16,Governor,,DEM,TED KULONGOSKI,213,46.81%
Benton,PRECINCT 16,Governor,,DEM,WILLIAM PETER ALLEN,2,0.44%
Benton,PRECINCT 16,Governor,,DEM,BEV STEIN,71,15.60%
Benton,PRECINCT 16,Governor,,DEM,Write-Ins,3,0.66%
Benton,PRECINCT 16,Governor,,DEM,Total,435,
Benton,PRECINCT 16,Governor,,DEM,Under-Votes,18,3.96%
Benton,PRECINCT 16,Governor,,DEM,Over-Votes,2,0.44%
Benton,PRECINCT 16,Governor,,DEM,Total Votes Cast,455,
Benton,PRECINCT 17,Governor,,DEM,JIM HILL,202,30.61%
Benton,PRECINCT 17,Governor,,DEM,CALEB BURNS,10,1.52%
Benton,PRECINCT 17,Governor,,DEM,TED KULONGOSKI,300,45.45%
Benton,PRECINCT 17,Governor,,DEM,WILLIAM PETER ALLEN,6,0.91%
Benton,PRECINCT 17,Governor,,DEM,BEV STEIN,110,16.67%
Benton,PRECINCT 17,Governor,,DEM,Write-Ins,3,0.45%
Benton,PRECINCT 17,Governor,,DEM,Total,631,
Benton,PRECINCT 17,Governor,,DEM,Under-Votes,27,4.09%
Benton,PRECINCT 17,Governor,,DEM,Over-Votes,2,0.30%
Benton,PRECINCT 17,Governor,,DEM,Total Votes Cast,660,
Benton,PRECINCT 18,Governor,,DEM,JIM HILL,76,33.19%
Benton,PRECINCT 18,Governor,,DEM,CALEB BURNS,5,2.18%
Benton,PRECINCT 18,Governor,,DEM,TED KULONGOSKI,97,42.36%
Benton,PRECINCT 18,Governor,,DEM,WILLIAM PETER ALLEN,5,2.18%
Benton,PRECINCT 18,Governor,,DEM,BEV STEIN,26,11.35%
Benton,PRECINCT 18,Governor,,DEM,Write-Ins,5,2.18%
Benton,PRECINCT 18,Governor,,DEM,Total,214,
Benton,PRECINCT 18,Governor,,DEM,Under-Votes,15,6.55%
Benton,PRECINCT 18,Governor,,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 18,Governor,,DEM,Total Votes Cast,229,
Benton,PRECINCT 19,Governor,,DEM,JIM HILL,113,26.90%
Benton,PRECINCT 19,Governor,,DEM,CALEB BURNS,5,1.19%
Benton,PRECINCT 19,Governor,,DEM,TED KULONGOSKI,194,46.19%
Benton,PRECINCT 19,Governor,,DEM,WILLIAM PETER ALLEN,7,1.67%
Benton,PRECINCT 19,Governor,,DEM,BEV STEIN,73,17.38%
Benton,PRECINCT 19,Governor,,DEM,Write-Ins,3,0.71%
Benton,PRECINCT 19,Governor,,DEM,Total,395,
Benton,PRECINCT 19,Governor,,DEM,Under-Votes,22,5.24%
Benton,PRECINCT 19,Governor,,DEM,Over-Votes,3,0.71%
Benton,PRECINCT 19,Governor,,DEM,Total Votes Cast,420,
Benton,PRECINCT 20,Governor,,DEM,JIM HILL,60,23.81%
Benton,PRECINCT 20,Governor,,DEM,CALEB BURNS,4,1.59%
Benton,PRECINCT 20,Governor,,DEM,TED KULONGOSKI,107,42.46%
Benton,PRECINCT 20,Governor,,DEM,WILLIAM PETER ALLEN,2,0.79%
Benton,PRECINCT 20,Governor,,DEM,BEV STEIN,62,24.60%
Benton,PRECINCT 20,Governor,,DEM,Write-Ins,4,1.59%
Benton,PRECINCT 20,Governor,,DEM,Total,239,
Benton,PRECINCT 20,Governor,,DEM,Under-Votes,11,4.37%
Benton,PRECINCT 20,Governor,,DEM,Over-Votes,2,0.79%
Benton,PRECINCT 20,Governor,,DEM,Total Votes Cast,252,
Benton,PRECINCT 01,Governor,,REP,ROGER WEIDNER,13,2.07%
Benton,PRECINCT 01,Governor,,REP,KEVIN L. MANNIX,172,27.39%
Benton,PRECINCT 01,Governor,,REP,W. AMES CURTRIGHT,17,2.71%
Benton,PRECINCT 01,Governor,,REP,LEE R. SHINDLER,4,0.64%
Benton,PRECINCT 01,Governor,,REP,RON SAXTON,178,28.34%
Benton,PRECINCT 01,Governor,,REP,JACK ROBERTS,182,28.98%
Benton,PRECINCT 01,Governor,,REP,Write-Ins,10,1.59%
Benton,PRECINCT 01,Governor,,REP,Total,576,
Benton,PRECINCT 01,Governor,,REP,Under-Votes,52,8.28%
Benton,PRECINCT 01,Governor,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 01,Governor,,REP,Total Votes Cast,628,
Benton,PRECINCT 02,Governor,,REP,ROGER WEIDNER,3,2.65%
Benton,PRECINCT 02,Governor,,REP,KEVIN L. MANNIX,32,28.32%
Benton,PRECINCT 02,Governor,,REP,W. AMES CURTRIGHT,6,5.31%
Benton,PRECINCT 02,Governor,,REP,LEE R. SHINDLER,3,2.65%
Benton,PRECINCT 02,Governor,,REP,RON SAXTON,33,29.20%
Benton,PRECINCT 02,Governor,,REP,JACK ROBERTS,24,21.24%
Benton,PRECINCT 02,Governor,,REP,Write-Ins,3,2.65%
Benton,PRECINCT 02,Governor,,REP,Total,104,
Benton,PRECINCT 02,Governor,,REP,Under-Votes,9,7.96%
Benton,PRECINCT 02,Governor,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 02,Governor,,REP,Total Votes Cast,113,
Benton,PRECINCT 03,Governor,,REP,ROGER WEIDNER,5,1.56%
Benton,PRECINCT 03,Governor,,REP,KEVIN L. MANNIX,85,26.56%
Benton,PRECINCT 03,Governor,,REP,W. AMES CURTRIGHT,16,5.00%
Benton,PRECINCT 03,Governor,,REP,LEE R. SHINDLER,5,1.56%
Benton,PRECINCT 03,Governor,,REP,RON SAXTON,84,26.25%
Benton,PRECINCT 03,Governor,,REP,JACK ROBERTS,85,26.56%
Benton,PRECINCT 03,Governor,,REP,Write-Ins,12,3.75%
Benton,PRECINCT 03,Governor,,REP,Total,292,
Benton,PRECINCT 03,Governor,,REP,Under-Votes,27,8.44%
Benton,PRECINCT 03,Governor,,REP,Over-Votes,1,0.31%
Benton,PRECINCT 03,Governor,,REP,Total Votes Cast,320,
Benton,PRECINCT 04,Governor,,REP,ROGER WEIDNER,5,2.69%
Benton,PRECINCT 04,Governor,,REP,KEVIN L. MANNIX,42,22.58%
Benton,PRECINCT 04,Governor,,REP,W. AMES CURTRIGHT,7,3.76%
Benton,PRECINCT 04,Governor,,REP,LEE R. SHINDLER,2,1.08%
Benton,PRECINCT 04,Governor,,REP,RON SAXTON,53,28.49%
Benton,PRECINCT 04,Governor,,REP,JACK ROBERTS,60,32.26%
Benton,PRECINCT 04,Governor,,REP,Write-Ins,0,0.00%
Benton,PRECINCT 04,Governor,,REP,Total,169,
Benton,PRECINCT 04,Governor,,REP,Under-Votes,17,9.14%
Benton,PRECINCT 04,Governor,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 04,Governor,,REP,Total Votes Cast,186,
Benton,PRECINCT 05,Governor,,REP,ROGER WEIDNER,8,4.00%
Benton,PRECINCT 05,Governor,,REP,KEVIN L. MANNIX,50,25.00%
Benton,PRECINCT 05,Governor,,REP,W. AMES CURTRIGHT,10,5.00%
Benton,PRECINCT 05,Governor,,REP,LEE R. SHINDLER,1,0.50%
Benton,PRECINCT 05,Governor,,REP,RON SAXTON,60,30.00%
Benton,PRECINCT 05,Governor,,REP,JACK ROBERTS,50,25.00%
Benton,PRECINCT 05,Governor,,REP,Write-Ins,5,2.50%
Benton,PRECINCT 05,Governor,,REP,Total,184,
Benton,PRECINCT 05,Governor,,REP,Under-Votes,15,7.50%
Benton,PRECINCT 05,Governor,,REP,Over-Votes,1,0.50%
Benton,PRECINCT 05,Governor,,REP,Total Votes Cast,200,
Benton,PRECINCT 06,Governor,,REP,ROGER WEIDNER,8,1.61%
Benton,PRECINCT 06,Governor,,REP,KEVIN L. MANNIX,144,29.03%
Benton,PRECINCT 06,Governor,,REP,W. AMES CURTRIGHT,14,2.82%
Benton,PRECINCT 06,Governor,,REP,LEE R. SHINDLER,4,0.81%
Benton,PRECINCT 06,Governor,,REP,RON SAXTON,124,25.00%
Benton,PRECINCT 06,Governor,,REP,JACK ROBERTS,158,31.85%
Benton,PRECINCT 06,Governor,,REP,Write-Ins,5,1.01%
Benton,PRECINCT 06,Governor,,REP,Total,457,
Benton,PRECINCT 06,Governor,,REP,Under-Votes,38,7.66%
Benton,PRECINCT 06,Governor,,REP,Over-Votes,1,0.20%
Benton,PRECINCT 06,Governor,,REP,Total Votes Cast,496,
Benton,PRECINCT 07,Governor,,REP,ROGER WEIDNER,7,1.17%
Benton,PRECINCT 07,Governor,,REP,KEVIN L. MANNIX,143,23.83%
Benton,PRECINCT 07,Governor,,REP,W. AMES CURTRIGHT,12,2.00%
Benton,PRECINCT 07,Governor,,REP,LEE R. SHINDLER,4,0.67%
Benton,PRECINCT 07,Governor,,REP,RON SAXTON,198,33.00%
Benton,PRECINCT 07,Governor,,REP,JACK ROBERTS,187,31.17%
Benton,PRECINCT 07,Governor,,REP,Write-Ins,7,1.17%
Benton,PRECINCT 07,Governor,,REP,Total,558,
Benton,PRECINCT 07,Governor,,REP,Under-Votes,41,6.83%
Benton,PRECINCT 07,Governor,,REP,Over-Votes,1,0.17%
Benton,PRECINCT 07,Governor,,REP,Total Votes Cast,600,
Benton,PRECINCT 08,Governor,,REP,ROGER WEIDNER,10,1.34%
Benton,PRECINCT 08,Governor,,REP,KEVIN L. MANNIX,214,28.72%
Benton,PRECINCT 08,Governor,,REP,W. AMES CURTRIGHT,26,3.49%
Benton,PRECINCT 08,Governor,,REP,LEE R. SHINDLER,6,0.81%
Benton,PRECINCT 08,Governor,,REP,RON SAXTON,205,27.52%
Benton,PRECINCT 08,Governor,,REP,JACK ROBERTS,222,29.80%
Benton,PRECINCT 08,Governor,,REP,Write-Ins,5,0.67%
Benton,PRECINCT 08,Governor,,REP,Total,688,
Benton,PRECINCT 08,Governor,,REP,Under-Votes,53,7.11%
Benton,PRECINCT 08,Governor,,REP,Over-Votes,4,0.54%
Benton,PRECINCT 08,Governor,,REP,Total Votes Cast,745,
Benton,PRECINCT 09,Governor,,REP,ROGER WEIDNER,12,2.11%
Benton,PRECINCT 09,Governor,,REP,KEVIN L. MANNIX,179,31.40%
Benton,PRECINCT 09,Governor,,REP,W. AMES CURTRIGHT,19,3.33%
Benton,PRECINCT 09,Governor,,REP,LEE R. SHINDLER,3,0.53%
Benton,PRECINCT 09,Governor,,REP,RON SAXTON,166,29.12%
Benton,PRECINCT 09,Governor,,REP,JACK ROBERTS,152,26.67%
Benton,PRECINCT 09,Governor,,REP,Write-Ins,8,1.40%
Benton,PRECINCT 09,Governor,,REP,Total,539,
Benton,PRECINCT 09,Governor,,REP,Under-Votes,29,5.09%
Benton,PRECINCT 09,Governor,,REP,Over-Votes,2,0.35%
Benton,PRECINCT 09,Governor,,REP,Total Votes Cast,570,
Benton,PRECINCT 10,Governor,,REP,ROGER WEIDNER,6,1.71%
Benton,PRECINCT 10,Governor,,REP,KEVIN L. MANNIX,120,34.19%
Benton,PRECINCT 10,Governor,,REP,W. AMES CURTRIGHT,7,1.99%
Benton,PRECINCT 10,Governor,,REP,LEE R. SHINDLER,0,0.00%
Benton,PRECINCT 10,Governor,,REP,RON SAXTON,88,25.07%
Benton,PRECINCT 10,Governor,,REP,JACK ROBERTS,109,31.05%
Benton,PRECINCT 10,Governor,,REP,Write-Ins,4,1.14%
Benton,PRECINCT 10,Governor,,REP,Total,334,
Benton,PRECINCT 10,Governor,,REP,Under-Votes,16,4.56%
Benton,PRECINCT 10,Governor,,REP,Over-Votes,1,0.28%
Benton,PRECINCT 10,Governor,,REP,Total Votes Cast,351,
Benton,PRECINCT 11,Governor,,REP,ROGER WEIDNER,6,0.64%
Benton,PRECINCT 11,Governor,,REP,KEVIN L. MANNIX,255,27.04%
Benton,PRECINCT 11,Governor,,REP,W. AMES CURTRIGHT,13,1.38%
Benton,PRECINCT 11,Governor,,REP,LEE R. SHINDLER,8,0.85%
Benton,PRECINCT 11,Governor,,REP,RON SAXTON,430,45.60%
Benton,PRECINCT 11,Governor,,REP,JACK ROBERTS,192,20.36%
Benton,PRECINCT 11,Governor,,REP,Write-Ins,4,0.42%
Benton,PRECINCT 11,Governor,,REP,Total,908,
Benton,PRECINCT 11,Governor,,REP,Under-Votes,32,3.39%
Benton,PRECINCT 11,Governor,,REP,Over-Votes,3,0.32%
Benton,PRECINCT 11,Governor,,REP,Total Votes Cast,943,
Benton,PRECINCT 12,Governor,,REP,ROGER WEIDNER,1,1.67%
Benton,PRECINCT 12,Governor,,REP,KEVIN L. MANNIX,30,50.00%
Benton,PRECINCT 12,Governor,,REP,W. AMES CURTRIGHT,1,1.67%
Benton,PRECINCT 12,Governor,,REP,LEE R. SHINDLER,0,0.00%
Benton,PRECINCT 12,Governor,,REP,RON SAXTON,12,20.00%
Benton,PRECINCT 12,Governor,,REP,JACK ROBERTS,11,18.33%
Benton,PRECINCT 12,Governor,,REP,Write-Ins,1,1.67%
Benton,PRECINCT 12,Governor,,REP,Total,56,
Benton,PRECINCT 12,Governor,,REP,Under-Votes,4,6.67%
Benton,PRECINCT 12,Governor,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 12,Governor,,REP,Total Votes Cast,60,
Benton,PRECINCT 13,Governor,,REP,ROGER WEIDNER,1,2.17%
Benton,PRECINCT 13,Governor,,REP,KEVIN L. MANNIX,11,23.91%
Benton,PRECINCT 13,Governor,,REP,W. AMES CURTRIGHT,2,4.35%
Benton,PRECINCT 13,Governor,,REP,LEE R. SHINDLER,0,0.00%
Benton,PRECINCT 13,Governor,,REP,RON SAXTON,12,26.09%
Benton,PRECINCT 13,Governor,,REP,JACK ROBERTS,17,36.96%
Benton,PRECINCT 13,Governor,,REP,Write-Ins,2,4.35%
Benton,PRECINCT 13,Governor,,REP,Total,45,
Benton,PRECINCT 13,Governor,,REP,Under-Votes,0,0.00%
Benton,PRECINCT 13,Governor,,REP,Over-Votes,1,2.17%
Benton,PRECINCT 13,Governor,,REP,Total Votes Cast,46,
Benton,PRECINCT 14,Governor,,REP,ROGER WEIDNER,0,0.00%
Benton,PRECINCT 14,Governor,,REP,KEVIN L. MANNIX,35,34.31%
Benton,PRECINCT 14,Governor,,REP,W. AMES CURTRIGHT,2,1.96%
Benton,PRECINCT 14,Governor,,REP,LEE R. SHINDLER,0,0.00%
Benton,PRECINCT 14,Governor,,REP,RON SAXTON,15,14.71%
Benton,PRECINCT 14,Governor,,REP,JACK ROBERTS,40,39.22%
Benton,PRECINCT 14,Governor,,REP,Write-Ins,0,0.00%
Benton,PRECINCT 14,Governor,,REP,Total,92,
Benton,PRECINCT 14,Governor,,REP,Under-Votes,10,9.80%
Benton,PRECINCT 14,Governor,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 14,Governor,,REP,Total Votes Cast,102,
Benton,PRECINCT 15,Governor,,REP,ROGER WEIDNER,10,2.05%
Benton,PRECINCT 15,Governor,,REP,KEVIN L. MANNIX,175,35.86%
Benton,PRECINCT 15,Governor,,REP,W. AMES CURTRIGHT,11,2.25%
Benton,PRECINCT 15,Governor,,REP,LEE R. SHINDLER,3,0.61%
Benton,PRECINCT 15,Governor,,REP,RON SAXTON,95,19.47%
Benton,PRECINCT 15,Governor,,REP,JACK ROBERTS,159,32.58%
Benton,PRECINCT 15,Governor,,REP,Write-Ins,4,0.82%
Benton,PRECINCT 15,Governor,,REP,Total,457,
Benton,PRECINCT 15,Governor,,REP,Under-Votes,31,6.35%
Benton,PRECINCT 15,Governor,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 15,Governor,,REP,Total Votes Cast,488,
Benton,PRECINCT 16,Governor,,REP,ROGER WEIDNER,4,0.95%
Benton,PRECINCT 16,Governor,,REP,KEVIN L. MANNIX,138,32.86%
Benton,PRECINCT 16,Governor,,REP,W. AMES CURTRIGHT,10,2.38%
Benton,PRECINCT 16,Governor,,REP,LEE R. SHINDLER,0,0.00%
Benton,PRECINCT 16,Governor,,REP,RON SAXTON,109,25.95%
Benton,PRECINCT 16,Governor,,REP,JACK ROBERTS,122,29.05%
Benton,PRECINCT 16,Governor,,REP,Write-Ins,8,1.90%
Benton,PRECINCT 16,Governor,,REP,Total,391,
Benton,PRECINCT 16,Governor,,REP,Under-Votes,29,6.90%
Benton,PRECINCT 16,Governor,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 16,Governor,,REP,Total Votes Cast,420,
Benton,PRECINCT 17,Governor,,REP,ROGER WEIDNER,14,2.54%
Benton,PRECINCT 17,Governor,,REP,KEVIN L. MANNIX,161,29.22%
Benton,PRECINCT 17,Governor,,REP,W. AMES CURTRIGHT,21,3.81%
Benton,PRECINCT 17,Governor,,REP,LEE R. SHINDLER,3,0.54%
Benton,PRECINCT 17,Governor,,REP,RON SAXTON,154,27.95%
Benton,PRECINCT 17,Governor,,REP,JACK ROBERTS,155,28.13%
Benton,PRECINCT 17,Governor,,REP,Write-Ins,7,1.27%
Benton,PRECINCT 17,Governor,,REP,Total,515,
Benton,PRECINCT 17,Governor,,REP,Under-Votes,34,6.17%
Benton,PRECINCT 17,Governor,,REP,Over-Votes,2,0.36%
Benton,PRECINCT 17,Governor,,REP,Total Votes Cast,551,
Benton,PRECINCT 18,Governor,,REP,ROGER WEIDNER,2,0.59%
Benton,PRECINCT 18,Governor,,REP,KEVIN L. MANNIX,93,27.60%
Benton,PRECINCT 18,Governor,,REP,W. AMES CURTRIGHT,8,2.37%
Benton,PRECINCT 18,Governor,,REP,LEE R. SHINDLER,1,0.30%
Benton,PRECINCT 18,Governor,,REP,RON SAXTON,131,38.87%
Benton,PRECINCT 18,Governor,,REP,JACK ROBERTS,83,24.63%
Benton,PRECINCT 18,Governor,,REP,Write-Ins,1,0.30%
Benton,PRECINCT 18,Governor,,REP,Total,319,
Benton,PRECINCT 18,Governor,,REP,Under-Votes,15,4.45%
Benton,PRECINCT 18,Governor,,REP,Over-Votes,3,0.89%
Benton,PRECINCT 18,Governor,,REP,Total Votes Cast,337,
Benton,PRECINCT 19,Governor,,REP,ROGER WEIDNER,6,1.51%
Benton,PRECINCT 19,Governor,,REP,KEVIN L. MANNIX,96,24.18%
Benton,PRECINCT 19,Governor,,REP,W. AMES CURTRIGHT,13,3.27%
Benton,PRECINCT 19,Governor,,REP,LEE R. SHINDLER,1,0.25%
Benton,PRECINCT 19,Governor,,REP,RON SAXTON,111,27.96%
Benton,PRECINCT 19,Governor,,REP,JACK ROBERTS,152,38.29%
Benton,PRECINCT 19,Governor,,REP,Write-Ins,3,0.76%
Benton,PRECINCT 19,Governor,,REP,Total,382,
Benton,PRECINCT 19,Governor,,REP,Under-Votes,14,3.53%
Benton,PRECINCT 19,Governor,,REP,Over-Votes,1,0.25%
Benton,PRECINCT 19,Governor,,REP,Total Votes Cast,397,
Benton,PRECINCT 20,Governor,,REP,ROGER WEIDNER,5,1.98%
Benton,PRECINCT 20,Governor,,REP,KEVIN L. MANNIX,76,30.04%
Benton,PRECINCT 20,Governor,,REP,W. AMES CURTRIGHT,18,7.11%
Benton,PRECINCT 20,Governor,,REP,LEE R. SHINDLER,2,0.79%
Benton,PRECINCT 20,Governor,,REP,RON SAXTON,65,25.69%
Benton,PRECINCT 20,Governor,,REP,JACK ROBERTS,78,30.83%
Benton,PRECINCT 20,Governor,,REP,Write-Ins,0,0.00%
Benton,PRECINCT 20,Governor,,REP,Total,244,
Benton,PRECINCT 20,Governor,,REP,Under-Votes,9,3.56%
Benton,PRECINCT 20,Governor,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 20,Governor,,REP,Total Votes Cast,253,
Benton,PRECINCT 01,State Senate,8,DEM,BARBARA ROSS,571,82.28%
Benton,PRECINCT 01,State Senate,8,DEM,Write-Ins,6,0.86%
Benton,PRECINCT 01,State Senate,8,DEM,Total,577,
Benton,PRECINCT 01,State Senate,8,DEM,Under-Votes,117,16.86%
Benton,PRECINCT 01,State Senate,8,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 01,State Senate,8,DEM,Total Votes Cast,694,
Benton,PRECINCT 02,State Senate,8,DEM,BARBARA ROSS,174,80.93%
Benton,PRECINCT 02,State Senate,8,DEM,Write-Ins,1,0.47%
Benton,PRECINCT 02,State Senate,8,DEM,Total,175,
Benton,PRECINCT 02,State Senate,8,DEM,Under-Votes,40,18.60%
Benton,PRECINCT 02,State Senate,8,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 02,State Senate,8,DEM,Total Votes Cast,215,
Benton,PRECINCT 03,State Senate,8,DEM,BARBARA ROSS,429,83.46%
