county,precinct,office,district,party,candidate,total_ballots,votes,over_votes_with_candidate,under_votes_without_candidate,votes_for_others
Multnomah,4710,State House,47,DEM,Write-ins,971,14,0,275,682
Multnomah,4801,State House,48,DEM,Jeff Reardon,430,268,0,156,6
Multnomah,4802,State House,48,DEM,Jeff Reardon,15,7,0,8,0
Multnomah,4803,State House,48,DEM,Jeff Reardon,2358,1391,0,932,35
Multnomah,4804,State House,48,DEM,Jeff Reardon,479,287,0,185,7
Multnomah,4805,State House,48,DEM,Jeff Reardon,263,169,0,89,5
Multnomah,4806,State House,48,DEM,Jeff Reardon,464,291,0,169,4
Multnomah,4807,State House,48,DEM,Jeff Reardon,822,501,0,311,10
Multnomah,4801,State House,48,DEM,Write-ins,430,6,0,156,268
Multnomah,4802,State House,48,DEM,Write-ins,15,0,0,8,7
Multnomah,4803,State House,48,DEM,Write-ins,2358,35,0,932,1391
Multnomah,4804,State House,48,DEM,Write-ins,479,7,0,185,287
Multnomah,4805,State House,48,DEM,Write-ins,263,5,0,89,169
Multnomah,4806,State House,48,DEM,Write-ins,464,4,0,169,291
Multnomah,4807,State House,48,DEM,Write-ins,822,10,0,311,501
Multnomah,4901,State House,49,DEM,Chris Gorsek,12,5,0,6,1
Multnomah,4902,State House,49,DEM,Chris Gorsek,7,3,0,4,0
Multnomah,4903,State House,49,DEM,Chris Gorsek,1215,802,0,407,6
Multnomah,4904,State House,49,DEM,Chris Gorsek,1973,1264,0,696,13
Multnomah,4905,State House,49,DEM,Chris Gorsek,57,32,0,24,1
Multnomah,4906,State House,49,DEM,Chris Gorsek,320,195,0,124,1
Multnomah,4907,State House,49,DEM,Chris Gorsek,96,46,0,47,3
Multnomah,4908,State House,49,DEM,Chris Gorsek,516,339,0,176,1
Multnomah,4909,State House,49,DEM,Chris Gorsek,1159,755,0,395,9
Multnomah,4910,State House,49,DEM,Chris Gorsek,907,554,0,342,11
Multnomah,4911,State House,49,DEM,Chris Gorsek,998,611,0,374,13
Multnomah,4901,State House,49,DEM,Write-ins,12,1,0,6,5
Multnomah,4902,State House,49,DEM,Write-ins,7,0,0,4,3
Multnomah,4903,State House,49,DEM,Write-ins,1215,6,0,407,802
Multnomah,4904,State House,49,DEM,Write-ins,1973,13,0,696,1264
Multnomah,4905,State House,49,DEM,Write-ins,57,1,0,24,32
Multnomah,4906,State House,49,DEM,Write-ins,320,1,0,124,195
Multnomah,4907,State House,49,DEM,Write-ins,96,3,0,47,46
Multnomah,4908,State House,49,DEM,Write-ins,516,1,0,176,339
Multnomah,4909,State House,49,DEM,Write-ins,1159,9,0,395,755
Multnomah,4910,State House,49,DEM,Write-ins,907,11,0,342,554
Multnomah,4911,State House,49,DEM,Write-ins,998,13,0,374,611
Multnomah,5001,State House,50,DEM,Carla Piluso,1019,677,0,321,21
Multnomah,5002,State House,50,DEM,Carla Piluso,1601,1085,0,487,29
Multnomah,5003,State House,50,DEM,Carla Piluso,299,212,0,85,2
Multnomah,5004,State House,50,DEM,Carla Piluso,1828,1236,0,562,30
Multnomah,5006,State House,50,DEM,Carla Piluso,832,574,0,249,9
Multnomah,5007,State House,50,DEM,Carla Piluso,959,633,0,314,12
Multnomah,5008,State House,50,DEM,Carla Piluso,967,601,0,351,15
Multnomah,5009,State House,50,DEM,Carla Piluso,268,174,0,89,5
Multnomah,5001,State House,50,DEM,Write-ins,1019,21,0,321,677
Multnomah,5002,State House,50,DEM,Write-ins,1601,29,0,487,1085
Multnomah,5003,State House,50,DEM,Write-ins,299,2,0,85,212
Multnomah,5004,State House,50,DEM,Write-ins,1828,30,0,562,1236
Multnomah,5006,State House,50,DEM,Write-ins,832,9,0,249,574
Multnomah,5007,State House,50,DEM,Write-ins,959,12,0,314,633
Multnomah,5008,State House,50,DEM,Write-ins,967,15,0,351,601
Multnomah,5009,State House,50,DEM,Write-ins,268,5,0,89,174
Multnomah,5101,State House,51,DEM,Janelle S Bynum,222,106,0,70,46
Multnomah,5102,State House,51,DEM,Janelle S Bynum,1286,640,0,363,283
Multnomah,5103,State House,51,DEM,Janelle S Bynum,657,340,0,171,146
Multnomah,5104,State House,51,DEM,Janelle S Bynum,1093,528,0,313,252
Multnomah,5105,State House,51,DEM,Janelle S Bynum,88,45,0,28,15
Multnomah,5106,State House,51,DEM,Janelle S Bynum,460,223,0,119,118
Multnomah,5107,State House,51,DEM,Janelle S Bynum,167,81,0,50,36
Multnomah,5101,State House,51,DEM,Randy Shannon,222,43,0,70,109
Multnomah,5102,State House,51,DEM,Randy Shannon,1286,268,0,363,655
Multnomah,5103,State House,51,DEM,Randy Shannon,657,141,0,171,345
Multnomah,5104,State House,51,DEM,Randy Shannon,1093,244,0,313,536
Multnomah,5105,State House,51,DEM,Randy Shannon,88,15,0,28,45
Multnomah,5106,State House,51,DEM,Randy Shannon,460,113,0,119,228
Multnomah,5107,State House,51,DEM,Randy Shannon,167,34,0,50,83
Multnomah,5101,State House,51,DEM,Write-ins,222,3,0,70,149
Multnomah,5102,State House,51,DEM,Write-ins,1286,15,0,363,908
Multnomah,5103,State House,51,DEM,Write-ins,657,5,0,171,481
Multnomah,5104,State House,51,DEM,Write-ins,1093,8,0,313,772
Multnomah,5105,State House,51,DEM,Write-ins,88,0,0,28,60
Multnomah,5106,State House,51,DEM,Write-ins,460,5,0,119,336
Multnomah,5107,State House,51,DEM,Write-ins,167,2,0,50,115
Multnomah,5202,State House,52,DEM,Mark Reynolds,835,416,1,310,108
Multnomah,5203,State House,52,DEM,Mark Reynolds,408,174,0,172,62
Multnomah,5204,State House,52,DEM,Mark Reynolds,739,371,0,267,101
Multnomah,5202,State House,52,DEM,Walt Trandum,835,94,1,310,430
Multnomah,5203,State House,52,DEM,Walt Trandum,408,60,0,172,176
Multnomah,5204,State House,52,DEM,Walt Trandum,739,97,0,267,375
Multnomah,5202,State House,52,DEM,Write-ins,835,14,0,310,511
Multnomah,5203,State House,52,DEM,Write-ins,408,2,0,172,234
Multnomah,5204,State House,52,DEM,Write-ins,739,4,0,267,468
Multnomah,2701,President,,IND,Write-ins,12,4,0,8,0
Multnomah,2702,President,,IND,Write-ins,3,2,0,1,0
Multnomah,3101,President,,IND,Write-ins,18,7,0,11,0
Multnomah,3102,President,,IND,Write-ins,27,12,0,15,0
Multnomah,3103,President,,IND,Write-ins,8,2,0,6,0
Multnomah,3301,President,,IND,Write-ins,168,70,0,98,0
Multnomah,3303,President,,IND,Write-ins,67,28,0,39,0
Multnomah,3304,President,,IND,Write-ins,8,5,0,3,0
Multnomah,3501,President,,IND,Write-ins,13,8,0,5,0
Multnomah,3502,President,,IND,Write-ins,98,45,0,53,0
Multnomah,3602,President,,IND,Write-ins,89,39,0,50,0
Multnomah,3603,President,,IND,Write-ins,142,72,0,70,0
Multnomah,3604,President,,IND,Write-ins,2,0,0,2,0
Multnomah,3605,President,,IND,Write-ins,51,19,0,32,0
Multnomah,3606,President,,IND,Write-ins,28,14,0,14,0
Multnomah,3607,President,,IND,Write-ins,118,46,0,72,0
Multnomah,3608,President,,IND,Write-ins,98,46,0,52,0
Multnomah,3609,President,,IND,Write-ins,7,4,0,3,0
Multnomah,3610,President,,IND,Write-ins,56,22,0,34,0
Multnomah,3611,President,,IND,Write-ins,98,38,0,60,0
Multnomah,3612,President,,IND,Write-ins,122,59,0,63,0
Multnomah,3801,President,,IND,Write-ins,1,0,0,1,0
Multnomah,3802,President,,IND,Write-ins,146,58,0,88,0
Multnomah,3803,President,,IND,Write-ins,104,55,0,49,0
Multnomah,3804,President,,IND,Write-ins,27,11,0,16,0
Multnomah,3805,President,,IND,Write-ins,18,9,0,9,0
Multnomah,3806,President,,IND,Write-ins,30,15,0,15,0
Multnomah,3807,President,,IND,Write-ins,16,10,0,6,0
Multnomah,3808,President,,IND,Write-ins,4,3,0,1,0
Multnomah,4101,President,,IND,Write-ins,110,53,0,57,0
Multnomah,4102,President,,IND,Write-ins,76,32,0,44,0
Multnomah,4103,President,,IND,Write-ins,63,21,0,42,0
Multnomah,4203,President,,IND,Write-ins,109,67,0,42,0
Multnomah,4204,President,,IND,Write-ins,103,53,0,50,0
Multnomah,4205,President,,IND,Write-ins,50,28,0,22,0
Multnomah,4207,President,,IND,Write-ins,58,34,0,24,0
Multnomah,4208,President,,IND,Write-ins,46,28,0,18,0
Multnomah,4209,President,,IND,Write-ins,100,56,0,44,0
Multnomah,4210,President,,IND,Write-ins,146,67,0,79,0
Multnomah,4301,President,,IND,Write-ins,86,42,0,44,0
Multnomah,4302,President,,IND,Write-ins,106,53,0,53,0
Multnomah,4304,President,,IND,Write-ins,94,45,0,49,0
Multnomah,4305,President,,IND,Write-ins,142,76,0,66,0
Multnomah,4306,President,,IND,Write-ins,26,12,0,14,0
Multnomah,4310,President,,IND,Write-ins,95,43,0,52,0
Multnomah,4401,President,,IND,Write-ins,145,79,0,66,0
Multnomah,4402,President,,IND,Write-ins,147,76,0,71,0
Multnomah,4403,President,,IND,Write-ins,104,49,0,55,0
Multnomah,4404,President,,IND,Write-ins,141,74,0,67,0
Multnomah,4409,President,,IND,Write-ins,37,26,0,11,0
Multnomah,4501,President,,IND,Write-ins,168,73,0,95,0
Multnomah,4502,President,,IND,Write-ins,65,36,0,29,0
Multnomah,4503,President,,IND,Write-ins,54,19,0,35,0
Multnomah,4505,President,,IND,Write-ins,103,58,0,45,0
Multnomah,4506,President,,IND,Write-ins,51,25,0,26,0
Multnomah,4508,President,,IND,Write-ins,71,43,0,28,0
Multnomah,4509,President,,IND,Write-ins,48,23,0,25,0
Multnomah,4510,President,,IND,Write-ins,32,14,0,18,0
Multnomah,4511,President,,IND,Write-ins,38,12,0,26,0
Multnomah,4512,President,,IND,Write-ins,9,3,0,6,0
Multnomah,4601,President,,IND,Write-ins,141,50,0,91,0
Multnomah,4602,President,,IND,Write-ins,54,26,0,28,0
Multnomah,4604,President,,IND,Write-ins,78,35,0,43,0
Multnomah,4605,President,,IND,Write-ins,70,29,0,41,0
Multnomah,4606,President,,IND,Write-ins,141,56,0,85,0
Multnomah,4607,President,,IND,Write-ins,62,25,0,37,0
Multnomah,4608,President,,IND,Write-ins,27,11,0,16,0
Multnomah,4701,President,,IND,Write-ins,45,21,0,24,0
Multnomah,4702,President,,IND,Write-ins,14,6,0,8,0
Multnomah,4703,President,,IND,Write-ins,41,16,0,25,0
Multnomah,4704,President,,IND,Write-ins,93,42,0,51,0
Multnomah,4705,President,,IND,Write-ins,93,38,0,55,0
Multnomah,4706,President,,IND,Write-ins,60,32,0,28,0
Multnomah,4707,President,,IND,Write-ins,31,20,0,11,0
Multnomah,4708,President,,IND,Write-ins,41,29,0,12,0
Multnomah,4709,President,,IND,Write-ins,35,16,0,19,0
Multnomah,4710,President,,IND,Write-ins,58,40,0,18,0
Multnomah,4801,President,,IND,Write-ins,21,9,0,12,0
Multnomah,4803,President,,IND,Write-ins,106,59,0,47,0
Multnomah,4804,President,,IND,Write-ins,29,20,0,9,0
Multnomah,4805,President,,IND,Write-ins,6,3,0,3,0
Multnomah,4806,President,,IND,Write-ins,18,9,0,9,0
Multnomah,4807,President,,IND,Write-ins,36,17,0,19,0
Multnomah,4901,President,,IND,Write-ins,3,2,0,1,0
Multnomah,4902,President,,IND,Write-ins,1,0,0,1,0
Multnomah,4903,President,,IND,Write-ins,72,33,0,39,0
Multnomah,4904,President,,IND,Write-ins,160,80,0,80,0
Multnomah,4905,President,,IND,Write-ins,7,1,0,6,0
Multnomah,4906,President,,IND,Write-ins,23,7,0,16,0
Multnomah,4907,President,,IND,Write-ins,5,3,0,2,0
Multnomah,4908,President,,IND,Write-ins,24,14,0,10,0
Multnomah,4909,President,,IND,Write-ins,80,42,0,38,0
Multnomah,4910,President,,IND,Write-ins,46,21,0,25,0
Multnomah,4911,President,,IND,Write-ins,67,31,0,36,0
Multnomah,5001,President,,IND,Write-ins,54,28,0,26,0
Multnomah,5002,President,,IND,Write-ins,123,64,0,59,0
Multnomah,5003,President,,IND,Write-ins,21,11,0,10,0
Multnomah,5004,President,,IND,Write-ins,111,59,0,52,0
Multnomah,5006,President,,IND,Write-ins,68,38,0,30,0
Multnomah,5007,President,,IND,Write-ins,67,30,0,37,0
Multnomah,5008,President,,IND,Write-ins,55,23,0,32,0
Multnomah,5009,President,,IND,Write-ins,11,3,0,8,0
Multnomah,5101,President,,IND,Write-ins,11,9,0,2,0
Multnomah,5102,President,,IND,Write-ins,73,37,0,36,0
Multnomah,5103,President,,IND,Write-ins,45,26,0,19,0
Multnomah,5104,President,,IND,Write-ins,61,26,0,35,0
Multnomah,5105,President,,IND,Write-ins,11,6,0,5,0
Multnomah,5106,President,,IND,Write-ins,27,15,0,12,0
Multnomah,5107,President,,IND,Write-ins,11,2,0,9,0
Multnomah,5202,President,,IND,Write-ins,83,28,0,55,0
Multnomah,5203,President,,IND,Write-ins,35,11,0,24,0
Multnomah,5204,President,,IND,Write-ins,61,37,0,24,0
Multnomah,2701,U.S. Senate,,IND,Steven C Reynolds,12,4,0,7,1
Multnomah,2702,U.S. Senate,,IND,Steven C Reynolds,3,0,0,3,0
Multnomah,3101,U.S. Senate,,IND,Steven C Reynolds,18,6,0,9,3
Multnomah,3102,U.S. Senate,,IND,Steven C Reynolds,27,2,0,17,8
Multnomah,3103,U.S. Senate,,IND,Steven C Reynolds,8,3,0,4,1
Multnomah,3301,U.S. Senate,,IND,Steven C Reynolds,168,25,0,100,43
Multnomah,3303,U.S. Senate,,IND,Steven C Reynolds,67,13,0,40,14
Multnomah,3304,U.S. Senate,,IND,Steven C Reynolds,8,4,0,2,2
Multnomah,3501,U.S. Senate,,IND,Steven C Reynolds,13,2,0,6,5
Multnomah,3502,U.S. Senate,,IND,Steven C Reynolds,98,17,0,49,32
Multnomah,3602,U.S. Senate,,IND,Steven C Reynolds,89,12,0,47,30
Multnomah,3603,U.S. Senate,,IND,Steven C Reynolds,142,29,0,53,60
Multnomah,3604,U.S. Senate,,IND,Steven C Reynolds,2,0,0,2,0
Multnomah,3605,U.S. Senate,,IND,Steven C Reynolds,51,5,0,33,13
Multnomah,3606,U.S. Senate,,IND,Steven C Reynolds,28,5,0,16,7
Multnomah,3607,U.S. Senate,,IND,Steven C Reynolds,118,18,0,74,26
Multnomah,3608,U.S. Senate,,IND,Steven C Reynolds,98,10,0,66,22
Multnomah,3609,U.S. Senate,,IND,Steven C Reynolds,7,0,0,4,3
Multnomah,3610,U.S. Senate,,IND,Steven C Reynolds,56,6,0,35,15
Multnomah,3611,U.S. Senate,,IND,Steven C Reynolds,98,11,0,62,25
Multnomah,3612,U.S. Senate,,IND,Steven C Reynolds,122,27,0,57,38
Multnomah,3801,U.S. Senate,,IND,Steven C Reynolds,1,0,0,1,0
Multnomah,3802,U.S. Senate,,IND,Steven C Reynolds,146,13,0,94,39
Multnomah,3803,U.S. Senate,,IND,Steven C Reynolds,104,20,0,44,40
Multnomah,3804,U.S. Senate,,IND,Steven C Reynolds,27,7,0,12,8
Multnomah,3805,U.S. Senate,,IND,Steven C Reynolds,18,5,0,6,7
Multnomah,3806,U.S. Senate,,IND,Steven C Reynolds,30,7,0,14,9
Multnomah,3807,U.S. Senate,,IND,Steven C Reynolds,16,2,0,10,4
Multnomah,3808,U.S. Senate,,IND,Steven C Reynolds,4,0,0,3,1
Multnomah,4101,U.S. Senate,,IND,Steven C Reynolds,110,8,0,65,37
Multnomah,4102,U.S. Senate,,IND,Steven C Reynolds,76,14,0,45,17
Multnomah,4103,U.S. Senate,,IND,Steven C Reynolds,63,5,0,46,12
Multnomah,4203,U.S. Senate,,IND,Steven C Reynolds,109,26,0,38,45
Multnomah,4204,U.S. Senate,,IND,Steven C Reynolds,103,18,0,52,33
Multnomah,4205,U.S. Senate,,IND,Steven C Reynolds,50,2,0,31,17
Multnomah,4207,U.S. Senate,,IND,Steven C Reynolds,58,12,0,21,25
Multnomah,4208,U.S. Senate,,IND,Steven C Reynolds,46,8,0,22,16
Multnomah,4209,U.S. Senate,,IND,Steven C Reynolds,100,18,0,52,30
Multnomah,4210,U.S. Senate,,IND,Steven C Reynolds,146,30,0,72,44
Multnomah,4301,U.S. Senate,,IND,Steven C Reynolds,86,19,0,43,24
Multnomah,4302,U.S. Senate,,IND,Steven C Reynolds,106,22,0,49,35
Multnomah,4304,U.S. Senate,,IND,Steven C Reynolds,94,12,0,52,30
Multnomah,4305,U.S. Senate,,IND,Steven C Reynolds,142,25,0,71,46
Multnomah,4306,U.S. Senate,,IND,Steven C Reynolds,26,4,0,15,7
Multnomah,4310,U.S. Senate,,IND,Steven C Reynolds,95,14,0,55,26
Multnomah,4401,U.S. Senate,,IND,Steven C Reynolds,145,31,0,71,43
Multnomah,4402,U.S. Senate,,IND,Steven C Reynolds,147,26,0,69,52
Multnomah,4403,U.S. Senate,,IND,Steven C Reynolds,104,26,0,44,34
Multnomah,4404,U.S. Senate,,IND,Steven C Reynolds,141,27,0,56,58
Multnomah,4409,U.S. Senate,,IND,Steven C Reynolds,37,8,0,17,12
Multnomah,4501,U.S. Senate,,IND,Steven C Reynolds,168,20,0,97,51
Multnomah,4502,U.S. Senate,,IND,Steven C Reynolds,65,8,0,37,20
Multnomah,4503,U.S. Senate,,IND,Steven C Reynolds,54,7,0,26,21
Multnomah,4505,U.S. Senate,,IND,Steven C Reynolds,103,8,0,56,39
Multnomah,4506,U.S. Senate,,IND,Steven C Reynolds,51,9,0,23,19
Multnomah,4508,U.S. Senate,,IND,Steven C Reynolds,71,21,0,26,24
Multnomah,4509,U.S. Senate,,IND,Steven C Reynolds,48,6,0,28,14
Multnomah,4510,U.S. Senate,,IND,Steven C Reynolds,32,4,0,17,11
Multnomah,4511,U.S. Senate,,IND,Steven C Reynolds,38,7,0,22,9
Multnomah,4512,U.S. Senate,,IND,Steven C Reynolds,9,1,0,5,3
Multnomah,4601,U.S. Senate,,IND,Steven C Reynolds,141,26,0,73,42
Multnomah,4602,U.S. Senate,,IND,Steven C Reynolds,54,10,0,29,15
Multnomah,4604,U.S. Senate,,IND,Steven C Reynolds,78,14,0,34,30
Multnomah,4605,U.S. Senate,,IND,Steven C Reynolds,70,14,0,38,18
Multnomah,4606,U.S. Senate,,IND,Steven C Reynolds,141,29,0,75,37
Multnomah,4607,U.S. Senate,,IND,Steven C Reynolds,62,13,0,35,14
Multnomah,4608,U.S. Senate,,IND,Steven C Reynolds,27,7,0,12,8
Multnomah,4701,U.S. Senate,,IND,Steven C Reynolds,45,14,0,16,15
Multnomah,4702,U.S. Senate,,IND,Steven C Reynolds,14,3,0,9,2
Multnomah,4703,U.S. Senate,,IND,Steven C Reynolds,41,7,0,19,15
Multnomah,4704,U.S. Senate,,IND,Steven C Reynolds,93,13,0,53,27
Multnomah,4705,U.S. Senate,,IND,Steven C Reynolds,93,23,0,42,28
Multnomah,4706,U.S. Senate,,IND,Steven C Reynolds,60,21,0,22,17
Multnomah,4707,U.S. Senate,,IND,Steven C Reynolds,31,8,0,12,11
Multnomah,4708,U.S. Senate,,IND,Steven C Reynolds,41,15,0,18,8
Multnomah,4709,U.S. Senate,,IND,Steven C Reynolds,35,9,0,18,8
Multnomah,4710,U.S. Senate,,IND,Steven C Reynolds,58,16,0,20,22
Multnomah,4801,U.S. Senate,,IND,Steven C Reynolds,21,2,0,14,5
Multnomah,4803,U.S. Senate,,IND,Steven C Reynolds,106,29,0,38,39
Multnomah,4804,U.S. Senate,,IND,Steven C Reynolds,29,3,0,12,14
Multnomah,4805,U.S. Senate,,IND,Steven C Reynolds,6,1,0,4,1
Multnomah,4806,U.S. Senate,,IND,Steven C Reynolds,18,4,0,10,4
Multnomah,4807,U.S. Senate,,IND,Steven C Reynolds,36,8,0,18,10
Multnomah,4901,U.S. Senate,,IND,Steven C Reynolds,3,1,0,2,0
Multnomah,4902,U.S. Senate,,IND,Steven C Reynolds,1,0,0,1,0
Multnomah,4903,U.S. Senate,,IND,Steven C Reynolds,72,26,0,30,16
Multnomah,4904,U.S. Senate,,IND,Steven C Reynolds,160,47,0,60,53
Multnomah,4905,U.S. Senate,,IND,Steven C Reynolds,7,1,0,5,1
Multnomah,4906,U.S. Senate,,IND,Steven C Reynolds,23,7,0,12,4
Multnomah,4907,U.S. Senate,,IND,Steven C Reynolds,5,1,0,2,2
Multnomah,4908,U.S. Senate,,IND,Steven C Reynolds,24,6,0,9,9
Multnomah,4909,U.S. Senate,,IND,Steven C Reynolds,80,29,0,26,25
Multnomah,4910,U.S. Senate,,IND,Steven C Reynolds,46,9,0,20,17
Multnomah,4911,U.S. Senate,,IND,Steven C Reynolds,67,20,0,21,26
Multnomah,5001,U.S. Senate,,IND,Steven C Reynolds,54,11,0,23,20
Multnomah,5002,U.S. Senate,,IND,Steven C Reynolds,123,43,0,46,34
Multnomah,5003,U.S. Senate,,IND,Steven C Reynolds,21,8,0,7,6
Multnomah,5004,U.S. Senate,,IND,Steven C Reynolds,111,28,0,48,35
Multnomah,5006,U.S. Senate,,IND,Steven C Reynolds,68,14,0,33,21
Multnomah,5007,U.S. Senate,,IND,Steven C Reynolds,67,19,0,32,16
Multnomah,5008,U.S. Senate,,IND,Steven C Reynolds,55,8,0,27,20
Multnomah,5009,U.S. Senate,,IND,Steven C Reynolds,11,3,0,5,3
Multnomah,5101,U.S. Senate,,IND,Steven C Reynolds,11,5,0,2,4
Multnomah,5102,U.S. Senate,,IND,Steven C Reynolds,73,21,1,25,26
Multnomah,5103,U.S. Senate,,IND,Steven C Reynolds,45,10,0,12,23
Multnomah,5104,U.S. Senate,,IND,Steven C Reynolds,61,9,0,35,17
Multnomah,5105,U.S. Senate,,IND,Steven C Reynolds,11,2,0,7,2
Multnomah,5106,U.S. Senate,,IND,Steven C Reynolds,27,6,0,13,8
Multnomah,5107,U.S. Senate,,IND,Steven C Reynolds,11,4,0,4,3
Multnomah,5202,U.S. Senate,,IND,Steven C Reynolds,83,10,0,54,19
Multnomah,5203,U.S. Senate,,IND,Steven C Reynolds,35,7,0,19,9
Multnomah,5204,U.S. Senate,,IND,Steven C Reynolds,61,10,0,34,17
Multnomah,2701,U.S. Senate,,IND,Marvin Sandnes,12,0,0,7,5
Multnomah,2702,U.S. Senate,,IND,Marvin Sandnes,3,0,0,3,0
Multnomah,3101,U.S. Senate,,IND,Marvin Sandnes,18,1,0,9,8
Multnomah,3102,U.S. Senate,,IND,Marvin Sandnes,27,1,0,17,9
Multnomah,3103,U.S. Senate,,IND,Marvin Sandnes,8,0,0,4,4
Multnomah,3301,U.S. Senate,,IND,Marvin Sandnes,168,10,0,100,58
Multnomah,3303,U.S. Senate,,IND,Marvin Sandnes,67,5,0,40,22
Multnomah,3304,U.S. Senate,,IND,Marvin Sandnes,8,2,0,2,4
Multnomah,3501,U.S. Senate,,IND,Marvin Sandnes,13,2,0,6,5
Multnomah,3502,U.S. Senate,,IND,Marvin Sandnes,98,4,0,49,45
Multnomah,3602,U.S. Senate,,IND,Marvin Sandnes,89,8,0,47,34
Multnomah,3603,U.S. Senate,,IND,Marvin Sandnes,142,22,0,53,67
Multnomah,3604,U.S. Senate,,IND,Marvin Sandnes,2,0,0,2,0
Multnomah,3605,U.S. Senate,,IND,Marvin Sandnes,51,4,0,33,14
Multnomah,3606,U.S. Senate,,IND,Marvin Sandnes,28,1,0,16,11
Multnomah,3607,U.S. Senate,,IND,Marvin Sandnes,118,4,0,74,40
Multnomah,3608,U.S. Senate,,IND,Marvin Sandnes,98,5,0,66,27
Multnomah,3609,U.S. Senate,,IND,Marvin Sandnes,7,0,0,4,3
Multnomah,3610,U.S. Senate,,IND,Marvin Sandnes,56,5,0,35,16
Multnomah,3611,U.S. Senate,,IND,Marvin Sandnes,98,7,0,62,29
Multnomah,3612,U.S. Senate,,IND,Marvin Sandnes,122,10,0,57,55
Multnomah,3801,U.S. Senate,,IND,Marvin Sandnes,1,0,0,1,0
Multnomah,3802,U.S. Senate,,IND,Marvin Sandnes,146,10,0,94,42
Multnomah,3803,U.S. Senate,,IND,Marvin Sandnes,104,13,0,44,47
Multnomah,3804,U.S. Senate,,IND,Marvin Sandnes,27,3,0,12,12
Multnomah,3805,U.S. Senate,,IND,Marvin Sandnes,18,0,0,6,12
Multnomah,3806,U.S. Senate,,IND,Marvin Sandnes,30,2,0,14,14
Multnomah,3807,U.S. Senate,,IND,Marvin Sandnes,16,0,0,10,6
Multnomah,3808,U.S. Senate,,IND,Marvin Sandnes,4,0,0,3,1
Multnomah,4101,U.S. Senate,,IND,Marvin Sandnes,110,14,0,65,31
Multnomah,4102,U.S. Senate,,IND,Marvin Sandnes,76,4,0,45,27
Multnomah,4103,U.S. Senate,,IND,Marvin Sandnes,63,3,0,46,14
Multnomah,4203,U.S. Senate,,IND,Marvin Sandnes,109,13,0,38,58
Multnomah,4204,U.S. Senate,,IND,Marvin Sandnes,103,11,0,52,40
Multnomah,4205,U.S. Senate,,IND,Marvin Sandnes,50,2,0,31,17
Multnomah,4207,U.S. Senate,,IND,Marvin Sandnes,58,9,0,21,28
Multnomah,4208,U.S. Senate,,IND,Marvin Sandnes,46,7,0,22,17
Multnomah,4209,U.S. Senate,,IND,Marvin Sandnes,100,10,0,52,38
Multnomah,4210,U.S. Senate,,IND,Marvin Sandnes,146,14,0,72,60
Multnomah,4301,U.S. Senate,,IND,Marvin Sandnes,86,5,0,43,38
Multnomah,4302,U.S. Senate,,IND,Marvin Sandnes,106,12,0,49,45
Multnomah,4304,U.S. Senate,,IND,Marvin Sandnes,94,8,0,52,34
Multnomah,4305,U.S. Senate,,IND,Marvin Sandnes,142,10,0,71,61
Multnomah,4306,U.S. Senate,,IND,Marvin Sandnes,26,0,0,15,11
Multnomah,4310,U.S. Senate,,IND,Marvin Sandnes,95,14,0,55,26
Multnomah,4401,U.S. Senate,,IND,Marvin Sandnes,145,13,0,71,61
Multnomah,4402,U.S. Senate,,IND,Marvin Sandnes,147,20,0,69,58
Multnomah,4403,U.S. Senate,,IND,Marvin Sandnes,104,14,0,44,46
Multnomah,4404,U.S. Senate,,IND,Marvin Sandnes,141,21,0,56,64
Multnomah,4409,U.S. Senate,,IND,Marvin Sandnes,37,2,0,17,18
Multnomah,4501,U.S. Senate,,IND,Marvin Sandnes,168,11,0,97,60
Multnomah,4502,U.S. Senate,,IND,Marvin Sandnes,65,8,0,37,20
Multnomah,4503,U.S. Senate,,IND,Marvin Sandnes,54,5,0,26,23
Multnomah,4505,U.S. Senate,,IND,Marvin Sandnes,103,13,0,56,34
Multnomah,4506,U.S. Senate,,IND,Marvin Sandnes,51,9,0,23,19
Multnomah,4508,U.S. Senate,,IND,Marvin Sandnes,71,3,0,26,42
Multnomah,4509,U.S. Senate,,IND,Marvin Sandnes,48,6,0,28,14
Multnomah,4510,U.S. Senate,,IND,Marvin Sandnes,32,3,0,17,12
Multnomah,4511,U.S. Senate,,IND,Marvin Sandnes,38,3,0,22,13
Multnomah,4512,U.S. Senate,,IND,Marvin Sandnes,9,2,0,5,2
Multnomah,4601,U.S. Senate,,IND,Marvin Sandnes,141,12,0,73,56
Multnomah,4602,U.S. Senate,,IND,Marvin Sandnes,54,5,0,29,20
Multnomah,4604,U.S. Senate,,IND,Marvin Sandnes,78,14,0,34,30
Multnomah,4605,U.S. Senate,,IND,Marvin Sandnes,70,4,0,38,28
Multnomah,4606,U.S. Senate,,IND,Marvin Sandnes,141,17,0,75,49
Multnomah,4607,U.S. Senate,,IND,Marvin Sandnes,62,7,0,35,20
Multnomah,4608,U.S. Senate,,IND,Marvin Sandnes,27,4,0,12,11
Multnomah,4701,U.S. Senate,,IND,Marvin Sandnes,45,6,0,16,23
Multnomah,4702,U.S. Senate,,IND,Marvin Sandnes,14,1,0,9,4
Multnomah,4703,U.S. Senate,,IND,Marvin Sandnes,41,5,0,19,17
