county,precinct,office,district,party,candidate,total_ballots,votes,over_votes_with_candidate,under_votes_without_candidate,votes_for_others
Multnomah,5009,Governor,,DEM,Julian Bell,268,20,0,27,221
Multnomah,5101,Governor,,DEM,Julian Bell,222,19,0,27,176
Multnomah,5102,Governor,,DEM,Julian Bell,1286,105,0,132,1049
Multnomah,5103,Governor,,DEM,Julian Bell,657,41,1,71,544
Multnomah,5104,Governor,,DEM,Julian Bell,1093,74,0,130,889
Multnomah,5105,Governor,,DEM,Julian Bell,88,11,0,12,65
Multnomah,5106,Governor,,DEM,Julian Bell,460,37,0,46,377
Multnomah,5107,Governor,,DEM,Julian Bell,167,4,1,16,146
Multnomah,5202,Governor,,DEM,Julian Bell,835,32,0,92,711
Multnomah,5203,Governor,,DEM,Julian Bell,408,23,0,55,330
Multnomah,5204,Governor,,DEM,Julian Bell,739,53,0,78,608
Multnomah,2701,Governor,,DEM,Chet Chance,295,4,0,22,269
Multnomah,2702,Governor,,DEM,Chet Chance,331,3,0,31,297
Multnomah,3101,Governor,,DEM,Chet Chance,511,3,0,45,463
Multnomah,3102,Governor,,DEM,Chet Chance,717,6,0,54,657
Multnomah,3103,Governor,,DEM,Chet Chance,216,2,0,16,198
Multnomah,3301,Governor,,DEM,Chet Chance,4542,8,0,386,4148
Multnomah,3303,Governor,,DEM,Chet Chance,1222,0,0,136,1086
Multnomah,3304,Governor,,DEM,Chet Chance,275,0,0,22,253
Multnomah,3501,Governor,,DEM,Chet Chance,396,0,0,34,362
Multnomah,3502,Governor,,DEM,Chet Chance,2233,7,0,151,2075
Multnomah,3602,Governor,,DEM,Chet Chance,2619,5,0,281,2333
Multnomah,3603,Governor,,DEM,Chet Chance,3381,15,0,350,3016
Multnomah,3604,Governor,,DEM,Chet Chance,55,0,0,4,51
Multnomah,3605,Governor,,DEM,Chet Chance,1100,3,0,104,993
Multnomah,3606,Governor,,DEM,Chet Chance,927,2,0,72,853
Multnomah,3607,Governor,,DEM,Chet Chance,2900,8,0,276,2616
Multnomah,3608,Governor,,DEM,Chet Chance,1899,4,0,203,1692
Multnomah,3609,Governor,,DEM,Chet Chance,244,0,0,21,223
Multnomah,3610,Governor,,DEM,Chet Chance,1766,6,0,120,1640
Multnomah,3611,Governor,,DEM,Chet Chance,2620,9,0,181,2430
Multnomah,3612,Governor,,DEM,Chet Chance,2539,5,0,246,2288
Multnomah,3801,Governor,,DEM,Chet Chance,37,0,0,1,36
Multnomah,3802,Governor,,DEM,Chet Chance,4363,20,0,357,3986
Multnomah,3803,Governor,,DEM,Chet Chance,2931,10,0,247,2674
Multnomah,3804,Governor,,DEM,Chet Chance,578,2,0,43,533
Multnomah,3805,Governor,,DEM,Chet Chance,396,3,0,42,351
Multnomah,3806,Governor,,DEM,Chet Chance,762,3,0,46,713
Multnomah,3807,Governor,,DEM,Chet Chance,362,1,0,37,324
Multnomah,3808,Governor,,DEM,Chet Chance,80,0,0,4,76
Multnomah,4101,Governor,,DEM,Chet Chance,4579,8,0,384,4187
Multnomah,4102,Governor,,DEM,Chet Chance,2253,7,0,247,1999
Multnomah,4103,Governor,,DEM,Chet Chance,1962,5,0,156,1801
Multnomah,4203,Governor,,DEM,Chet Chance,4787,22,0,561,4204
Multnomah,4204,Governor,,DEM,Chet Chance,4756,20,1,438,4297
Multnomah,4205,Governor,,DEM,Chet Chance,2399,7,0,222,2170
Multnomah,4207,Governor,,DEM,Chet Chance,2994,6,0,347,2641
Multnomah,4208,Governor,,DEM,Chet Chance,1691,2,0,190,1499
Multnomah,4209,Governor,,DEM,Chet Chance,3796,19,0,404,3373
Multnomah,4210,Governor,,DEM,Chet Chance,5169,45,0,474,4650
Multnomah,4301,Governor,,DEM,Chet Chance,5004,26,0,523,4455
Multnomah,4302,Governor,,DEM,Chet Chance,4897,22,0,498,4377
Multnomah,4304,Governor,,DEM,Chet Chance,4221,12,0,388,3821
Multnomah,4305,Governor,,DEM,Chet Chance,4839,24,0,467,4348
Multnomah,4306,Governor,,DEM,Chet Chance,1062,2,0,98,962
Multnomah,4310,Governor,,DEM,Chet Chance,4435,14,0,414,4007
Multnomah,4401,Governor,,DEM,Chet Chance,4103,30,0,392,3681
Multnomah,4402,Governor,,DEM,Chet Chance,4208,27,0,377,3804
Multnomah,4403,Governor,,DEM,Chet Chance,3990,23,0,370,3597
Multnomah,4404,Governor,,DEM,Chet Chance,4342,32,0,407,3903
Multnomah,4409,Governor,,DEM,Chet Chance,758,4,0,73,681
Multnomah,4501,Governor,,DEM,Chet Chance,5720,9,0,447,5264
Multnomah,4502,Governor,,DEM,Chet Chance,2259,7,0,192,2060
Multnomah,4503,Governor,,DEM,Chet Chance,2113,2,0,210,1901
Multnomah,4505,Governor,,DEM,Chet Chance,3847,6,1,343,3497
Multnomah,4506,Governor,,DEM,Chet Chance,1298,11,0,128,1159
Multnomah,4508,Governor,,DEM,Chet Chance,1914,9,0,187,1718
Multnomah,4509,Governor,,DEM,Chet Chance,829,6,0,94,729
Multnomah,4510,Governor,,DEM,Chet Chance,780,7,0,85,688
Multnomah,4511,Governor,,DEM,Chet Chance,789,12,0,77,700
Multnomah,4512,Governor,,DEM,Chet Chance,245,0,0,14,231
Multnomah,4601,Governor,,DEM,Chet Chance,5322,16,1,454,4851
Multnomah,4602,Governor,,DEM,Chet Chance,2075,1,0,157,1917
Multnomah,4604,Governor,,DEM,Chet Chance,2153,15,0,223,1915
Multnomah,4605,Governor,,DEM,Chet Chance,2443,9,0,255,2179
Multnomah,4606,Governor,,DEM,Chet Chance,4787,24,0,526,4237
Multnomah,4607,Governor,,DEM,Chet Chance,1169,20,0,113,1036
Multnomah,4608,Governor,,DEM,Chet Chance,528,6,0,45,477
Multnomah,4701,Governor,,DEM,Chet Chance,819,6,0,69,744
Multnomah,4702,Governor,,DEM,Chet Chance,277,1,0,31,245
Multnomah,4703,Governor,,DEM,Chet Chance,754,11,0,77,666
Multnomah,4704,Governor,,DEM,Chet Chance,1289,8,0,133,1148
Multnomah,4705,Governor,,DEM,Chet Chance,1799,20,0,212,1567
Multnomah,4706,Governor,,DEM,Chet Chance,1030,18,0,108,904
Multnomah,4707,Governor,,DEM,Chet Chance,603,13,0,70,520
Multnomah,4708,Governor,,DEM,Chet Chance,1171,10,0,139,1022
Multnomah,4709,Governor,,DEM,Chet Chance,628,11,0,78,539
Multnomah,4710,Governor,,DEM,Chet Chance,971,9,1,98,863
Multnomah,4801,Governor,,DEM,Chet Chance,430,4,0,40,386
Multnomah,4802,Governor,,DEM,Chet Chance,15,0,0,2,13
Multnomah,4803,Governor,,DEM,Chet Chance,2358,16,0,256,2086
Multnomah,4804,Governor,,DEM,Chet Chance,479,2,0,44,433
Multnomah,4805,Governor,,DEM,Chet Chance,263,5,0,24,234
Multnomah,4806,Governor,,DEM,Chet Chance,464,5,0,44,415
Multnomah,4807,Governor,,DEM,Chet Chance,822,12,0,78,732
Multnomah,4901,Governor,,DEM,Chet Chance,12,0,0,2,10
Multnomah,4902,Governor,,DEM,Chet Chance,7,0,0,0,7
Multnomah,4903,Governor,,DEM,Chet Chance,1215,14,0,107,1094
Multnomah,4904,Governor,,DEM,Chet Chance,1973,22,0,220,1731
Multnomah,4905,Governor,,DEM,Chet Chance,57,0,0,10,47
Multnomah,4906,Governor,,DEM,Chet Chance,320,4,0,44,272
Multnomah,4907,Governor,,DEM,Chet Chance,96,0,0,13,83
Multnomah,4908,Governor,,DEM,Chet Chance,516,8,0,57,451
Multnomah,4909,Governor,,DEM,Chet Chance,1159,17,0,122,1020
Multnomah,4910,Governor,,DEM,Chet Chance,907,8,0,93,806
Multnomah,4911,Governor,,DEM,Chet Chance,998,9,0,124,865
Multnomah,5001,Governor,,DEM,Chet Chance,1019,14,0,107,898
Multnomah,5002,Governor,,DEM,Chet Chance,1601,19,0,184,1398
Multnomah,5003,Governor,,DEM,Chet Chance,299,3,0,30,266
Multnomah,5004,Governor,,DEM,Chet Chance,1828,12,0,207,1609
Multnomah,5006,Governor,,DEM,Chet Chance,832,10,0,86,736
Multnomah,5007,Governor,,DEM,Chet Chance,959,13,0,98,848
Multnomah,5008,Governor,,DEM,Chet Chance,967,1,0,116,850
Multnomah,5009,Governor,,DEM,Chet Chance,268,6,0,27,235
Multnomah,5101,Governor,,DEM,Chet Chance,222,0,0,27,195
Multnomah,5102,Governor,,DEM,Chet Chance,1286,11,0,132,1143
Multnomah,5103,Governor,,DEM,Chet Chance,657,7,0,71,579
Multnomah,5104,Governor,,DEM,Chet Chance,1093,10,0,130,953
Multnomah,5105,Governor,,DEM,Chet Chance,88,1,0,12,75
Multnomah,5106,Governor,,DEM,Chet Chance,460,3,0,46,411
Multnomah,5107,Governor,,DEM,Chet Chance,167,1,0,16,150
Multnomah,5202,Governor,,DEM,Chet Chance,835,10,0,92,733
Multnomah,5203,Governor,,DEM,Chet Chance,408,4,0,55,349
Multnomah,5204,Governor,,DEM,Chet Chance,739,8,0,78,653
Multnomah,2701,Governor,,DEM,Kevin M Forsythe,295,5,0,22,268
Multnomah,2702,Governor,,DEM,Kevin M Forsythe,331,2,0,31,298
Multnomah,3101,Governor,,DEM,Kevin M Forsythe,511,0,0,45,466
Multnomah,3102,Governor,,DEM,Kevin M Forsythe,717,7,0,54,656
Multnomah,3103,Governor,,DEM,Kevin M Forsythe,216,4,0,16,196
Multnomah,3301,Governor,,DEM,Kevin M Forsythe,4542,12,0,386,4144
Multnomah,3303,Governor,,DEM,Kevin M Forsythe,1222,8,0,136,1078
Multnomah,3304,Governor,,DEM,Kevin M Forsythe,275,1,0,22,252
Multnomah,3501,Governor,,DEM,Kevin M Forsythe,396,7,0,34,355
Multnomah,3502,Governor,,DEM,Kevin M Forsythe,2233,12,0,151,2070
Multnomah,3602,Governor,,DEM,Kevin M Forsythe,2619,11,0,281,2327
Multnomah,3603,Governor,,DEM,Kevin M Forsythe,3381,20,0,350,3011
Multnomah,3604,Governor,,DEM,Kevin M Forsythe,55,0,0,4,51
Multnomah,3605,Governor,,DEM,Kevin M Forsythe,1100,0,0,104,996
Multnomah,3606,Governor,,DEM,Kevin M Forsythe,927,0,0,72,855
Multnomah,3607,Governor,,DEM,Kevin M Forsythe,2900,12,1,276,2611
Multnomah,3608,Governor,,DEM,Kevin M Forsythe,1899,3,0,203,1693
Multnomah,3609,Governor,,DEM,Kevin M Forsythe,244,1,0,21,222
Multnomah,3610,Governor,,DEM,Kevin M Forsythe,1766,10,0,120,1636
Multnomah,3611,Governor,,DEM,Kevin M Forsythe,2620,10,0,181,2429
Multnomah,3612,Governor,,DEM,Kevin M Forsythe,2539,12,0,246,2281
Multnomah,3801,Governor,,DEM,Kevin M Forsythe,37,1,0,1,35
Multnomah,3802,Governor,,DEM,Kevin M Forsythe,4363,27,0,357,3979
Multnomah,3803,Governor,,DEM,Kevin M Forsythe,2931,10,0,247,2674
Multnomah,3804,Governor,,DEM,Kevin M Forsythe,578,2,0,43,533
Multnomah,3805,Governor,,DEM,Kevin M Forsythe,396,4,0,42,350
Multnomah,3806,Governor,,DEM,Kevin M Forsythe,762,4,0,46,712
Multnomah,3807,Governor,,DEM,Kevin M Forsythe,362,0,0,37,325
Multnomah,3808,Governor,,DEM,Kevin M Forsythe,80,1,0,4,75
Multnomah,4101,Governor,,DEM,Kevin M Forsythe,4579,18,0,384,4177
Multnomah,4102,Governor,,DEM,Kevin M Forsythe,2253,18,0,247,1988
Multnomah,4103,Governor,,DEM,Kevin M Forsythe,1962,6,0,156,1800
Multnomah,4203,Governor,,DEM,Kevin M Forsythe,4787,12,0,561,4214
Multnomah,4204,Governor,,DEM,Kevin M Forsythe,4756,10,0,438,4308
Multnomah,4205,Governor,,DEM,Kevin M Forsythe,2399,17,0,222,2160
Multnomah,4207,Governor,,DEM,Kevin M Forsythe,2994,13,0,347,2634
Multnomah,4208,Governor,,DEM,Kevin M Forsythe,1691,2,0,190,1499
Multnomah,4209,Governor,,DEM,Kevin M Forsythe,3796,21,0,404,3371
Multnomah,4210,Governor,,DEM,Kevin M Forsythe,5169,40,1,474,4654
Multnomah,4301,Governor,,DEM,Kevin M Forsythe,5004,26,1,523,4454
Multnomah,4302,Governor,,DEM,Kevin M Forsythe,4897,22,0,498,4377
Multnomah,4304,Governor,,DEM,Kevin M Forsythe,4221,19,0,388,3814
Multnomah,4305,Governor,,DEM,Kevin M Forsythe,4839,37,0,467,4335
Multnomah,4306,Governor,,DEM,Kevin M Forsythe,1062,7,0,98,957
Multnomah,4310,Governor,,DEM,Kevin M Forsythe,4435,14,1,414,4006
Multnomah,4401,Governor,,DEM,Kevin M Forsythe,4103,44,1,392,3666
Multnomah,4402,Governor,,DEM,Kevin M Forsythe,4208,44,0,377,3787
Multnomah,4403,Governor,,DEM,Kevin M Forsythe,3990,19,0,370,3601
Multnomah,4404,Governor,,DEM,Kevin M Forsythe,4342,29,0,407,3906
Multnomah,4409,Governor,,DEM,Kevin M Forsythe,758,8,0,73,677
Multnomah,4501,Governor,,DEM,Kevin M Forsythe,5720,18,0,447,5255
Multnomah,4502,Governor,,DEM,Kevin M Forsythe,2259,11,0,192,2056
Multnomah,4503,Governor,,DEM,Kevin M Forsythe,2113,8,0,210,1895
Multnomah,4505,Governor,,DEM,Kevin M Forsythe,3847,28,1,343,3475
Multnomah,4506,Governor,,DEM,Kevin M Forsythe,1298,16,0,128,1154
Multnomah,4508,Governor,,DEM,Kevin M Forsythe,1914,13,0,187,1714
Multnomah,4509,Governor,,DEM,Kevin M Forsythe,829,14,0,94,721
Multnomah,4510,Governor,,DEM,Kevin M Forsythe,780,14,0,85,681
Multnomah,4511,Governor,,DEM,Kevin M Forsythe,789,15,1,77,696
Multnomah,4512,Governor,,DEM,Kevin M Forsythe,245,2,0,14,229
Multnomah,4601,Governor,,DEM,Kevin M Forsythe,5322,21,0,454,4847
Multnomah,4602,Governor,,DEM,Kevin M Forsythe,2075,5,0,157,1913
Multnomah,4604,Governor,,DEM,Kevin M Forsythe,2153,22,0,223,1908
Multnomah,4605,Governor,,DEM,Kevin M Forsythe,2443,16,0,255,2172
Multnomah,4606,Governor,,DEM,Kevin M Forsythe,4787,29,1,526,4231
Multnomah,4607,Governor,,DEM,Kevin M Forsythe,1169,21,0,113,1035
Multnomah,4608,Governor,,DEM,Kevin M Forsythe,528,6,0,45,477
Multnomah,4701,Governor,,DEM,Kevin M Forsythe,819,16,0,69,734
Multnomah,4702,Governor,,DEM,Kevin M Forsythe,277,1,0,31,245
Multnomah,4703,Governor,,DEM,Kevin M Forsythe,754,14,0,77,663
Multnomah,4704,Governor,,DEM,Kevin M Forsythe,1289,17,0,133,1139
Multnomah,4705,Governor,,DEM,Kevin M Forsythe,1799,21,0,212,1566
Multnomah,4706,Governor,,DEM,Kevin M Forsythe,1030,26,0,108,896
Multnomah,4707,Governor,,DEM,Kevin M Forsythe,603,9,0,70,524
Multnomah,4708,Governor,,DEM,Kevin M Forsythe,1171,16,0,139,1016
Multnomah,4709,Governor,,DEM,Kevin M Forsythe,628,12,0,78,538
Multnomah,4710,Governor,,DEM,Kevin M Forsythe,971,19,1,98,853
Multnomah,4801,Governor,,DEM,Kevin M Forsythe,430,8,0,40,382
Multnomah,4802,Governor,,DEM,Kevin M Forsythe,15,0,0,2,13
Multnomah,4803,Governor,,DEM,Kevin M Forsythe,2358,47,0,256,2055
Multnomah,4804,Governor,,DEM,Kevin M Forsythe,479,8,0,44,427
Multnomah,4805,Governor,,DEM,Kevin M Forsythe,263,2,0,24,237
Multnomah,4806,Governor,,DEM,Kevin M Forsythe,464,6,0,44,414
Multnomah,4807,Governor,,DEM,Kevin M Forsythe,822,25,0,78,719
Multnomah,4901,Governor,,DEM,Kevin M Forsythe,12,0,0,2,10
Multnomah,4902,Governor,,DEM,Kevin M Forsythe,7,0,0,0,7
Multnomah,4903,Governor,,DEM,Kevin M Forsythe,1215,27,0,107,1081
Multnomah,4904,Governor,,DEM,Kevin M Forsythe,1973,35,0,220,1718
Multnomah,4905,Governor,,DEM,Kevin M Forsythe,57,1,0,10,46
Multnomah,4906,Governor,,DEM,Kevin M Forsythe,320,16,1,44,259
Multnomah,4907,Governor,,DEM,Kevin M Forsythe,96,1,0,13,82
Multnomah,4908,Governor,,DEM,Kevin M Forsythe,516,9,0,57,450
Multnomah,4909,Governor,,DEM,Kevin M Forsythe,1159,15,0,122,1022
Multnomah,4910,Governor,,DEM,Kevin M Forsythe,907,18,0,93,796
Multnomah,4911,Governor,,DEM,Kevin M Forsythe,998,19,0,124,855
Multnomah,5001,Governor,,DEM,Kevin M Forsythe,1019,26,0,107,886
Multnomah,5002,Governor,,DEM,Kevin M Forsythe,1601,28,0,184,1389
Multnomah,5003,Governor,,DEM,Kevin M Forsythe,299,3,0,30,266
Multnomah,5004,Governor,,DEM,Kevin M Forsythe,1828,21,0,207,1600
Multnomah,5006,Governor,,DEM,Kevin M Forsythe,832,19,0,86,727
Multnomah,5007,Governor,,DEM,Kevin M Forsythe,959,17,0,98,844
Multnomah,5008,Governor,,DEM,Kevin M Forsythe,967,15,1,116,835
Multnomah,5009,Governor,,DEM,Kevin M Forsythe,268,4,0,27,237
Multnomah,5101,Governor,,DEM,Kevin M Forsythe,222,7,0,27,188
Multnomah,5102,Governor,,DEM,Kevin M Forsythe,1286,28,0,132,1126
Multnomah,5103,Governor,,DEM,Kevin M Forsythe,657,8,0,71,578
Multnomah,5104,Governor,,DEM,Kevin M Forsythe,1093,23,0,130,940
Multnomah,5105,Governor,,DEM,Kevin M Forsythe,88,4,0,12,72
Multnomah,5106,Governor,,DEM,Kevin M Forsythe,460,13,1,46,400
Multnomah,5107,Governor,,DEM,Kevin M Forsythe,167,2,0,16,149
Multnomah,5202,Governor,,DEM,Kevin M Forsythe,835,7,0,92,736
Multnomah,5203,Governor,,DEM,Kevin M Forsythe,408,3,0,55,350
Multnomah,5204,Governor,,DEM,Kevin M Forsythe,739,12,0,78,649
Multnomah,2701,Governor,,DEM,Dave Stauffer,295,3,0,22,270
Multnomah,2702,Governor,,DEM,Dave Stauffer,331,4,0,31,296
Multnomah,3101,Governor,,DEM,Dave Stauffer,511,5,0,45,461
Multnomah,3102,Governor,,DEM,Dave Stauffer,717,17,0,54,646
Multnomah,3103,Governor,,DEM,Dave Stauffer,216,7,0,16,193
Multnomah,3301,Governor,,DEM,Dave Stauffer,4542,40,0,386,4116
Multnomah,3303,Governor,,DEM,Dave Stauffer,1222,10,0,136,1076
Multnomah,3304,Governor,,DEM,Dave Stauffer,275,3,0,22,250
Multnomah,3501,Governor,,DEM,Dave Stauffer,396,7,0,34,355
Multnomah,3502,Governor,,DEM,Dave Stauffer,2233,25,0,151,2057
Multnomah,3602,Governor,,DEM,Dave Stauffer,2619,23,0,281,2315
Multnomah,3603,Governor,,DEM,Dave Stauffer,3381,37,0,350,2994
Multnomah,3604,Governor,,DEM,Dave Stauffer,55,1,0,4,50
Multnomah,3605,Governor,,DEM,Dave Stauffer,1100,10,0,104,986
Multnomah,3606,Governor,,DEM,Dave Stauffer,927,6,0,72,849
Multnomah,3607,Governor,,DEM,Dave Stauffer,2900,18,0,276,2606
Multnomah,3608,Governor,,DEM,Dave Stauffer,1899,22,1,203,1673
Multnomah,3609,Governor,,DEM,Dave Stauffer,244,1,0,21,222
Multnomah,3610,Governor,,DEM,Dave Stauffer,1766,11,0,120,1635
Multnomah,3611,Governor,,DEM,Dave Stauffer,2620,29,0,181,2410
Multnomah,3612,Governor,,DEM,Dave Stauffer,2539,27,0,246,2266
Multnomah,3801,Governor,,DEM,Dave Stauffer,37,1,0,1,35
Multnomah,3802,Governor,,DEM,Dave Stauffer,4363,63,0,357,3943
Multnomah,3803,Governor,,DEM,Dave Stauffer,2931,37,0,247,2647
Multnomah,3804,Governor,,DEM,Dave Stauffer,578,6,0,43,529
Multnomah,3805,Governor,,DEM,Dave Stauffer,396,5,0,42,349
Multnomah,3806,Governor,,DEM,Dave Stauffer,762,15,0,46,701
Multnomah,3807,Governor,,DEM,Dave Stauffer,362,3,0,37,322
Multnomah,3808,Governor,,DEM,Dave Stauffer,80,0,0,4,76
Multnomah,4101,Governor,,DEM,Dave Stauffer,4579,49,0,384,4146
Multnomah,4102,Governor,,DEM,Dave Stauffer,2253,37,0,247,1969
Multnomah,4103,Governor,,DEM,Dave Stauffer,1962,13,0,156,1793
Multnomah,4203,Governor,,DEM,Dave Stauffer,4787,51,0,561,4175
Multnomah,4204,Governor,,DEM,Dave Stauffer,4756,50,0,438,4268
Multnomah,4205,Governor,,DEM,Dave Stauffer,2399,13,0,222,2164
Multnomah,4207,Governor,,DEM,Dave Stauffer,2994,20,0,347,2627
Multnomah,4208,Governor,,DEM,Dave Stauffer,1691,17,0,190,1484
Multnomah,4209,Governor,,DEM,Dave Stauffer,3796,49,0,404,3343
Multnomah,4210,Governor,,DEM,Dave Stauffer,5169,74,0,474,4621
Multnomah,4301,Governor,,DEM,Dave Stauffer,5004,49,0,523,4432
Multnomah,4302,Governor,,DEM,Dave Stauffer,4897,44,1,498,4354
Multnomah,4304,Governor,,DEM,Dave Stauffer,4221,29,0,388,3804
Multnomah,4305,Governor,,DEM,Dave Stauffer,4839,69,0,467,4303
Multnomah,4306,Governor,,DEM,Dave Stauffer,1062,8,0,98,956
Multnomah,4310,Governor,,DEM,Dave Stauffer,4435,29,1,414,3991
Multnomah,4401,Governor,,DEM,Dave Stauffer,4103,76,1,392,3634
Multnomah,4402,Governor,,DEM,Dave Stauffer,4208,64,0,377,3767
Multnomah,4403,Governor,,DEM,Dave Stauffer,3990,48,0,370,3572
Multnomah,4404,Governor,,DEM,Dave Stauffer,4342,73,0,407,3862
Multnomah,4409,Governor,,DEM,Dave Stauffer,758,16,0,73,669
Multnomah,4501,Governor,,DEM,Dave Stauffer,5720,49,0,447,5224
Multnomah,4502,Governor,,DEM,Dave Stauffer,2259,40,0,192,2027
Multnomah,4503,Governor,,DEM,Dave Stauffer,2113,25,0,210,1878
Multnomah,4505,Governor,,DEM,Dave Stauffer,3847,50,2,343,3452
Multnomah,4506,Governor,,DEM,Dave Stauffer,1298,24,2,128,1144
Multnomah,4508,Governor,,DEM,Dave Stauffer,1914,27,0,187,1700
Multnomah,4509,Governor,,DEM,Dave Stauffer,829,17,0,94,718
Multnomah,4510,Governor,,DEM,Dave Stauffer,780,20,0,85,675
Multnomah,4511,Governor,,DEM,Dave Stauffer,789,30,0,77,682
Multnomah,4512,Governor,,DEM,Dave Stauffer,245,4,0,14,227
Multnomah,4601,Governor,,DEM,Dave Stauffer,5322,51,1,454,4816
Multnomah,4602,Governor,,DEM,Dave Stauffer,2075,16,0,157,1902
Multnomah,4604,Governor,,DEM,Dave Stauffer,2153,40,0,223,1890
Multnomah,4605,Governor,,DEM,Dave Stauffer,2443,28,0,255,2160
Multnomah,4606,Governor,,DEM,Dave Stauffer,4787,72,1,526,4188
Multnomah,4607,Governor,,DEM,Dave Stauffer,1169,48,0,113,1008
Multnomah,4608,Governor,,DEM,Dave Stauffer,528,12,0,45,471
Multnomah,4701,Governor,,DEM,Dave Stauffer,819,17,0,69,733
Multnomah,4702,Governor,,DEM,Dave Stauffer,277,7,0,31,239
Multnomah,4703,Governor,,DEM,Dave Stauffer,754,27,0,77,650
Multnomah,4704,Governor,,DEM,Dave Stauffer,1289,33,1,133,1122
Multnomah,4705,Governor,,DEM,Dave Stauffer,1799,48,1,212,1538
Multnomah,4706,Governor,,DEM,Dave Stauffer,1030,45,0,108,877
Multnomah,4707,Governor,,DEM,Dave Stauffer,603,11,0,70,522
Multnomah,4708,Governor,,DEM,Dave Stauffer,1171,31,0,139,1001
Multnomah,4709,Governor,,DEM,Dave Stauffer,628,28,0,78,522
Multnomah,4710,Governor,,DEM,Dave Stauffer,971,44,1,98,828
Multnomah,4801,Governor,,DEM,Dave Stauffer,430,9,0,40,381
Multnomah,4802,Governor,,DEM,Dave Stauffer,15,0,0,2,13
Multnomah,4803,Governor,,DEM,Dave Stauffer,2358,56,0,256,2046
Multnomah,4804,Governor,,DEM,Dave Stauffer,479,11,0,44,424
Multnomah,4805,Governor,,DEM,Dave Stauffer,263,11,0,24,228
Multnomah,4806,Governor,,DEM,Dave Stauffer,464,17,0,44,403
Multnomah,4807,Governor,,DEM,Dave Stauffer,822,27,0,78,717
Multnomah,4901,Governor,,DEM,Dave Stauffer,12,0,0,2,10
Multnomah,4902,Governor,,DEM,Dave Stauffer,7,0,0,0,7
Multnomah,4903,Governor,,DEM,Dave Stauffer,1215,30,0,107,1078
Multnomah,4904,Governor,,DEM,Dave Stauffer,1973,49,0,220,1704
Multnomah,4905,Governor,,DEM,Dave Stauffer,57,3,0,10,44
Multnomah,4906,Governor,,DEM,Dave Stauffer,320,5,0,44,271
Multnomah,4907,Governor,,DEM,Dave Stauffer,96,2,0,13,81
Multnomah,4908,Governor,,DEM,Dave Stauffer,516,10,0,57,449
Multnomah,4909,Governor,,DEM,Dave Stauffer,1159,42,0,122,995
Multnomah,4910,Governor,,DEM,Dave Stauffer,907,23,0,93,791
Multnomah,4911,Governor,,DEM,Dave Stauffer,998,36,0,124,838
Multnomah,5001,Governor,,DEM,Dave Stauffer,1019,33,0,107,879
Multnomah,5002,Governor,,DEM,Dave Stauffer,1601,50,0,184,1367
Multnomah,5003,Governor,,DEM,Dave Stauffer,299,10,0,30,259
Multnomah,5004,Governor,,DEM,Dave Stauffer,1828,45,1,207,1575
Multnomah,5006,Governor,,DEM,Dave Stauffer,832,25,0,86,721
Multnomah,5007,Governor,,DEM,Dave Stauffer,959,31,0,98,830
Multnomah,5008,Governor,,DEM,Dave Stauffer,967,29,0,116,822
Multnomah,5009,Governor,,DEM,Dave Stauffer,268,11,0,27,230
Multnomah,5101,Governor,,DEM,Dave Stauffer,222,6,0,27,189
Multnomah,5102,Governor,,DEM,Dave Stauffer,1286,31,0,132,1123
Multnomah,5103,Governor,,DEM,Dave Stauffer,657,21,1,71,564
Multnomah,5104,Governor,,DEM,Dave Stauffer,1093,47,0,130,916
Multnomah,5105,Governor,,DEM,Dave Stauffer,88,1,0,12,75
Multnomah,5106,Governor,,DEM,Dave Stauffer,460,19,0,46,395
Multnomah,5107,Governor,,DEM,Dave Stauffer,167,7,0,16,144
Multnomah,5202,Governor,,DEM,Dave Stauffer,835,26,0,92,717
Multnomah,5203,Governor,,DEM,Dave Stauffer,408,13,0,55,340
Multnomah,5204,Governor,,DEM,Dave Stauffer,739,28,0,78,633
Multnomah,2701,Governor,,DEM,Steve Johnson,295,1,0,22,272
Multnomah,2702,Governor,,DEM,Steve Johnson,331,1,0,31,299
Multnomah,3101,Governor,,DEM,Steve Johnson,511,4,0,45,462
Multnomah,3102,Governor,,DEM,Steve Johnson,717,12,0,54,651
Multnomah,3103,Governor,,DEM,Steve Johnson,216,3,0,16,197
Multnomah,3301,Governor,,DEM,Steve Johnson,4542,25,2,386,4129
Multnomah,3303,Governor,,DEM,Steve Johnson,1222,10,0,136,1076
Multnomah,3304,Governor,,DEM,Steve Johnson,275,4,0,22,249
Multnomah,3501,Governor,,DEM,Steve Johnson,396,4,0,34,358
Multnomah,3502,Governor,,DEM,Steve Johnson,2233,16,0,151,2066
Multnomah,3602,Governor,,DEM,Steve Johnson,2619,11,0,281,2327
Multnomah,3603,Governor,,DEM,Steve Johnson,3381,20,0,350,3011
Multnomah,3604,Governor,,DEM,Steve Johnson,55,0,0,4,51
Multnomah,3605,Governor,,DEM,Steve Johnson,1100,7,0,104,989
Multnomah,3606,Governor,,DEM,Steve Johnson,927,5,0,72,850
Multnomah,3607,Governor,,DEM,Steve Johnson,2900,12,0,276,2612
Multnomah,3608,Governor,,DEM,Steve Johnson,1899,11,0,203,1685
Multnomah,3609,Governor,,DEM,Steve Johnson,244,0,0,21,223
